body_ret_min,vol_ratio_min,pullback_timeout_h,horizon_h,n,mean,median,std,win,var_adj
0.01,2.0,168,672,15822,0.04432785745838442,-0.058991895524503124,0.5363740044370925,0.4123372519276956,-0.8406892498628181
0.02,1.0,24,4,15988,0.0007348289941195896,-0.0004518357606482226,0.039905182133112886,0.4899299474605954,-0.06510872152551668
0.02,1.0,24,12,15985,0.001877125845172711,-0.0027337342810279663,0.06938025738104395,0.46893963090397245,-0.11260029883354979
0.02,1.0,24,24,15975,0.0008529213316021056,-0.007048458149779724,0.09409139089612567,0.445508607198748,-0.15439787364700525
0.02,1.0,24,72,15941,0.003382055597736002,-0.012107187603876302,0.15005922083762205,0.45059908412270244,-0.24421565878434037
0.02,1.0,24,168,15739,0.01154362032440073,-0.021781506907365022,0.23652719660003138,0.44456445771650044,-0.378726254065651
0.02,1.0,24,336,15275,0.03385749664493065,-0.037922787837376126,0.365395594928668,0.4328641571194763,-0.5690452349873716
0.02,1.0,24,672,14732,0.0347864013658057,-0.07518143050300735,0.5496850886054034,0.3956692913385827,-0.8721939948331099
0.02,1.0,168,4,16051,0.0007152749093227657,-0.00046728971962617383,0.039937619201446006,0.4896891159429319,-0.06518179677306314
0.02,1.0,168,12,16048,0.0017840117601809918,-0.002791807868422258,0.06959517984052335,0.4685319042871386,-0.11304803497668253
0.02,1.0,168,24,16038,0.0007668792001256419,-0.007054574164577054,0.09432763169893338,0.4453173712432972,-0.15487371310311443
0.02,1.0,168,72,16004,0.0032127477678828,-0.012174346339397957,0.15013559557359202,0.45019995001249685,-0.244510984928544
0.02,1.0,168,168,15802,0.011317473644011403,-0.021956887163580074,0.23636911820840215,0.4440577142133907,-0.3786915713998521
0.02,1.0,168,336,15338,0.03367251425098664,-0.037939175161853855,0.36509940332357127,0.4328465249706611,-0.568741501232906
0.02,1.0,168,672,14794,0.03451973346884982,-0.0754021843204799,0.5493052481926862,0.3952953900229823,-0.8718339260490824
0.02,2.0,24,4,11834,0.0010250022974477996,-0.0002474186265081224,0.039942133890028514,0.4942538448538111,-0.06487951862109924
0.02,2.0,24,12,11832,0.0020512136433435907,-0.0023204815491401076,0.06917876480355031,0.47270114942528735,-0.11209374828251441
0.02,2.0,24,24,11820,0.0003907642133123371,-0.0068019685512741845,0.08944784178353724,0.44746192893401016,-0.1471981747295241
0.02,2.0,24,72,11799,0.0024505099387052815,-0.012798138452588814,0.14945972327538928,0.4466480210187304,-0.24415803346568704
0.02,2.0,24,168,11641,0.009418295345832835,-0.022672729569281347,0.23587131688000942,0.4414569195086333,-0.3797693775061827
0.02,2.0,24,336,11270,0.033815723766309265,-0.03771311614151307,0.3615972377652788,0.4348713398402839,-0.5628197185464008
0.02,2.0,24,672,10858,0.037791311540617406,-0.07258579981228086,0.5535554614943065,0.4006262663473936,-0.8755751999249882
0.02,2.0,168,4,11891,0.0010026067359992534,-0.0002612330198537016,0.0400327931439697,0.4939870490286771,-0.06505150195155075
0.02,2.0,168,12,11889,0.0019187202440113427,-0.0023713973002553734,0.06951690078650888,0.4720329716544705,-0.1127841660537283
0.02,2.0,168,24,11877,0.0002875573795913835,-0.006896551724137945,0.08992334766861161,0.4470825966153069,-0.14808596627361778
0.02,2.0,168,72,11856,0.0023593141401451433,-0.012864950243817841,0.14985018062482064,0.44627192982456143,-0.2448934838908089
0.02,2.0,168,168,11698,0.009314333016136348,-0.02280644032189405,0.23604931904398327,0.44110104291331853,-0.38016704340643603
0.02,2.0,168,336,11327,0.033753305358794415,-0.037591744982802155,0.36141090707858015,0.4349783702657367,-0.5625746913208628
0.02,2.0,168,672,10914,0.03763628569768027,-0.07301116050201067,0.5534621322411112,0.40021990104453,-0.8755762325001532
0.03,1.0,24,4,10058,0.0011119446094851621,-0.0008358116299287954,0.04462585843808233,0.48518592165440444,-0.07252072181335069
0.03,1.0,24,12,10055,0.0020908913791236818,-0.0034209578682030672,0.07746100645189544,0.4629537543510691,-0.12571976926650377
0.03,1.0,24,24,10045,0.0008377928192849208,-0.00878844946641566,0.10050258204979555,0.4393230462916874,-0.16499146756287772
0.03,1.0,24,72,10030,0.003496507946702435,-0.015482808578256735,0.16552041971092848,0.44007976071784644,-0.26961218457632957
0.03,1.0,24,168,9903,0.011528312824639578,-0.02680965147453085,0.2557066842658027,0.4366353630213067,-0.41038771621393483
0.03,1.0,24,336,9617,0.03343154260147251,-0.044440189063463253,0.3908855147043501,0.42684828948736614,-0.6115295566607052
0.03,1.0,24,672,9247,0.03093541508457809,-0.0888888888888888,0.5875237221019424,0.38196171731372336,-0.9384787263836267
0.03,1.0,168,4,10102,0.001066942345643849,-0.0008507930380338702,0.04467185528239309,0.48495347455949317,-0.07264161887030475
0.03,1.0,168,12,10099,0.0019336701958516584,-0.0034687156970362176,0.0777634923172736,0.4621249628676107,-0.12637609212764978
0.03,1.0,168,24,10089,0.0007491835467817111,-0.008791924454575106,0.10091133141834827,0.4391911983348201,-0.16575451329349292
0.03,1.0,168,72,10074,0.0035341212231942854,-0.015425092595342915,0.1659149342252627,0.4401429422275164,-0.27022552024848917
0.03,1.0,168,168,9947,0.01134224237669947,-0.026995979322228636,0.2556373128460427,0.4362119231929225,-0.41045932381927097
0.03,1.0,168,336,9660,0.033334621981407186,-0.044375644468455044,0.3907087733279868,0.4269151138716356,-0.611334854009771
0.03,1.0,168,672,9289,0.030844834264843215,-0.0891107941036613,0.5875771679645269,0.38174184519323934,-0.938657492876626
0.03,2.0,24,4,8004,0.0012168740215082003,-0.0005140989829136577,0.04488903078110813,0.48963018490754623,-0.0728500267673202
0.03,2.0,24,12,8003,0.001645173561012566,-0.0034708831469342227,0.07805806186376006,0.4614519555166812,-0.12715062851419154
0.03,2.0,24,24,7993,-0.00033757130481096076,-0.00883929865236921,0.09840804557596003,0.43713249092956336,-0.162710846505145
0.03,2.0,24,72,7979,0.00264859887425783,-0.015765100009853095,0.16344836127658435,0.4376488281739566,-0.26704119723210634
0.03,2.0,24,168,7871,0.009840310724669064,-0.027730229373502113,0.2565578909171324,0.43272773472239867,-0.41348020928859935
0.03,2.0,24,336,7626,0.034395321218397695,-0.04344052741847665,0.38886014928510443,0.42892735378966695,-0.6072239251020245
0.03,2.0,24,672,7333,0.034644102632646785,-0.08580931263858094,0.5877706808902341,0.3879721805536615,-0.9351775208362394
0.03,2.0,168,4,8045,0.0011803837293782149,-0.0005467468562057043,0.04500031871431267,0.4892479801118707,-0.07307014214923768
0.03,2.0,168,12,8044,0.0014181592698101818,-0.0035321777265295284,0.07839101865391016,0.4604674291397315,-0.12792702150914156
0.03,2.0,168,24,8034,-0.0004710385168737121,-0.008875219231094522,0.09893143463502256,0.4368932038834951,-0.16370790566466092
0.03,2.0,168,72,8020,0.002605688888181551,-0.015789860579264348,0.16394299495536924,0.4374064837905237,-0.26790025278817764
0.03,2.0,168,168,7912,0.009721189530219021,-0.02815556908189304,0.256849437318604,0.43212841253791706,-0.41408038204547754
0.03,2.0,168,336,7666,0.034269053015088737,-0.04343100613401152,0.38862832138675346,0.4287764153404644,-0.6069676772730545
0.03,2.0,168,672,7372,0.034407019607016344,-0.0859484904203236,0.5877742509020478,0.3875474769397721,-0.9354204943813625
