wick,bars,angle,1h_mean,1h_med,1h_win,6h_mean,6h_med,6h_win,24h_mean,24h_med,24h_win,72h_mean,72h_med,72h_win,n,168h_mean,168h_med,168h_win
W_high >5%,4-6,Q4,0.0073756889517860675,0.003769511691482208,0.5833333333333334,0.00874274687427018,-1.146368866417058e-05,0.5,-0.005362056665759997,-0.001254155021403136,0.5,-0.019963726373020334,-0.038739971976666954,0.3333333333333333,12,-0.057956629257498365,-0.09267504285794476,0.3333333333333333
W_high >5%,4-6,Q3 median,0.015998069703677748,0.003201138243723478,0.5833333333333334,-0.008534035558844142,-0.01446956762697843,0.3333333333333333,0.0014382175444458134,0.0032959076505950646,0.5833333333333334,0.010821572403483554,0.01209395180672923,0.5833333333333334,12,-0.005994614828138216,0.006158575090273399,0.5833333333333334
W_high >5%,4-6,Q2,-0.002690046872713803,-0.005657822674627777,0.3,-0.004756449167624988,0.007813024989547945,0.6,0.03467148535516791,-0.0002483705408914405,0.5,0.042393267896632836,0.01450756035867301,0.5,10,0.22813333748924142,-0.011033187148910939,0.5
W_high >5%,4-6,Q1 flattest,-0.0064185892777756425,0.0025396496320098105,0.5714285714285714,0.01962399888764269,0.005061460592913791,0.7142857142857143,0.058974271481813494,0.03187519436094122,0.5714285714285714,-0.034033881076954216,-0.005750798722044759,0.42857142857142855,7,0.024563040386401398,-0.12284834209095852,0.2857142857142857
W_high >5%,7-10,Q5 steepest,0.014246595083611834,0.00794124377242933,0.6363636363636364,0.019322152481259167,0.007522883226196875,0.5454545454545454,0.009108987490227911,-0.023041907241782678,0.4090909090909091,0.040595736445459135,0.011821490576291449,0.5454545454545454,21,-0.07290402710589163,-0.10412231468937505,0.38095238095238093
W_high >5%,7-10,Q4,-0.009459250777775402,-0.011336423511126514,0.16666666666666666,-0.02018177679182694,-0.034992273472575386,0.25,-0.07026460135054985,-0.05724617911398572,0.08333333333333333,-0.11281157444354005,-0.09085907710462138,0.25,12,-0.1489205383899336,-0.14752552733272856,0.25
W_high >5%,7-10,Q3 median,-0.0008421129379083542,-0.003077419297723316,0.375,-0.007593426943593266,-0.0039431329406641735,0.5,-0.010239431697011955,-0.025640830824827487,0.375,-0.057144882589008794,-0.03116695425546656,0.375,16,-0.013168778726809952,-0.018299388190742172,0.4375
W_high >5%,7-10,Q2,0.01348759207903208,-0.006189948263118916,0.45454545454545453,7.402764985457596e-05,-0.01680672268907557,0.36363636363636365,0.015226555053044023,0.03138627336610833,0.5454545454545454,0.09312874367233434,0.08107657695192061,0.5454545454545454,11,-0.010039501523633521,-0.17649440021589524,0.36363636363636365
W_high >5%,7-10,Q1 flattest,-0.005303364780689201,-0.0057197330791228795,0.4666666666666667,0.04271689556344989,-0.0006355258976802336,0.4666666666666667,0.06289400440510959,0.0006355258976804556,0.5333333333333333,-0.001101622239069939,-0.05483385851496181,0.35714285714285715,13,0.15832004179782674,0.027479604980678474,0.5384615384615384
W_high >5%,UNTCH,(fr i+10),0.003206015595972385,0.007686676427525629,0.6,-0.02684663373126915,-0.04377017430600394,0.3333333333333333,-0.07371566366451998,-0.0827081926026001,0.26666666666666666,-0.06721520544635563,-0.13781171042513463,0.26666666666666666,15,-0.08771015474243393,-0.17146546158812137,0.13333333333333333
