rank,label,_ret_th_key,ret_th,base_lookback,fresh_big_th,max_prior_extension,n,win_pct,mean_pct,median_pct,total_pct,mdd_pct,sharpe,profit_factor,avg_held_bars
119,p119,loose,"[0.05, 0.07, 0.1, 0.15]",60.0,0.12,0.5,1586,46.34300126103405,5.243379866425646,-1.8510320455441653,2.2462691390867712e+17,-99.84409262573207,0.3538096703954876,1.6599264077705267,94.38650693568727
57,p057,tight,"[0.02, 0.04, 0.06, 0.08]",30.0,0.12,0.2,2649,46.24386560966403,5.313670496964331,-2.4791157095589433,1.2145251486431103e+31,-98.63962465811414,0.35380434885415907,1.7035140027451758,98.02982257455643
103,p103,loose,"[0.05, 0.07, 0.1, 0.15]",30.0,0.08,0.3,1579,46.16846105129829,5.214003796228264,-2.0181839677106406,1.2738555325215203e+17,-99.8652353738875,0.35358862888665976,1.6591957230293737,94.11399620012666
215,p215,big,"[0.05, 0.08, 0.12, 0.18]",60.0,0.12,0.5,1472,46.127717391304344,5.208477319852292,-1.8370265150815135,1.2156729269243218e+16,-99.29573836932052,0.35317554378287924,1.654255911000238,93.70991847826087
196,p196,big,"[0.05, 0.08, 0.12, 0.18]",30.0,0.05,0.3,1223,46.116107931316435,5.212728282738338,-1.94183639526887,2006156324303307.8,-99.12173096524648,0.35267096448863694,1.678567166021952,101.28618152085036
200,p200,big,"[0.05, 0.08, 0.12, 0.18]",30.0,0.08,0.5,1488,45.96774193548387,5.167706464398343,-1.8473984470590898,1.4835712123342296e+16,-99.20601645801122,0.3520725007177892,1.651257713736592,93.14180107526882
56,p056,tight,"[0.02, 0.04, 0.06, 0.08]",30.0,0.08,0.5,2654,46.269781461944234,5.248353885163839,-2.3753994006270593,2.728292565787288e+30,-99.78580356453229,0.3506351082229633,1.6949128698105016,98.68538055764883
55,p055,tight,"[0.02, 0.04, 0.06, 0.08]",30.0,0.08,0.3,2625,46.285714285714285,5.240481439912906,-2.4791157095589433,3.6074033213187455e+30,-99.01484504354784,0.35047886011556967,1.6965358375082102,99.20038095238095
195,p195,big,"[0.05, 0.08, 0.12, 0.18]",30.0,0.05,0.2,1198,46.16026711185309,5.183398201536193,-1.9705668930978304,694106160557880.6,-98.8389908158704,0.3503602465548078,1.672698093616726,101.31135225375625
54,p054,tight,"[0.02, 0.04, 0.06, 0.08]",30.0,0.08,0.2,2574,46.23154623154623,5.2501977950778915,-2.4255421443296177,1.327042811546026e+30,-98.6708502006463,0.3503045452300238,1.6998737032835585,99.54234654234654
154,p154,stretched,"[0.03, 0.06, 0.1, 0.15]",30.0,0.12,0.3,2046,45.79667644183773,5.132016784708876,-2.6278651835805467,4.682341350611268e+22,-99.68170563181937,0.348865628595405,1.6596360900258902,96.34213098729228
9,p009,default,"[0.03, 0.05, 0.07, 0.1]",30.0,0.12,0.2,2244,45.72192513368984,5.252655619088667,-2.6555315152992423,2.1267361626783946e+25,-98.82401021950956,0.34825510486805844,1.6846592030151435,95.64393939393939
214,p214,big,"[0.05, 0.08, 0.12, 0.18]",60.0,0.12,0.3,1409,45.77714691270405,5.139496098358854,-2.0242570409368055,2122538203482402.8,-99.30355910200792,0.3472490938946711,1.6433635658694528,94.52945351312988
131,p131,loose,"[0.05, 0.07, 0.1, 0.15]",90.0,0.12,0.5,1506,46.14873837981408,5.135528330185438,-2.0463339228771193,3.1962532061359656e+16,-99.80144508716361,0.3470046107641921,1.650807700486713,96.54050464807437
155,p155,stretched,"[0.03, 0.06, 0.1, 0.15]",30.0,0.12,0.5,2090,45.74162679425837,5.0884694082029736,-2.6307971771390437,3.387718564173088e+22,-99.64956355584576,0.3460247053036156,1.6509532594657361,95.75598086124401
8,p008,default,"[0.03, 0.05, 0.07, 0.1]",30.0,0.08,0.5,2256,45.83333333333333,5.16725434027655,-2.5444282296358924,1.587213585241887e+25,-99.42940819460927,0.34525957089059817,1.6773752631128664,96.53679078014184
7,p007,default,"[0.03, 0.05, 0.07, 0.1]",30.0,0.08,0.3,2235,45.86129753914989,5.158918471224803,-2.6259051347367723,8.95835995154274e+24,-99.22974695896913,0.3446173436886122,1.6770971135318222,96.69082774049217
118,p118,loose,"[0.05, 0.07, 0.1, 0.15]",60.0,0.12,0.3,1522,45.860709592641264,5.126124795259889,-2.1432947150957005,1.0349116338231718e+16,-99.78271713128086,0.3445001954343135,1.642431049282933,95.33048620236531
199,p199,big,"[0.05, 0.08, 0.12, 0.18]",30.0,0.08,0.3,1464,45.76502732240437,5.064692413818539,-2.0463339228771193,2011629534277215.2,-99.6584897126861,0.3442791967759709,1.6354877960234657,93.62704918032787
117,p117,loose,"[0.05, 0.07, 0.1, 0.15]",60.0,0.12,0.2,1440,45.763888888888886,5.086896950591516,-2.1432947150957005,1859567224607077.2,-99.38853916704858,0.3433467979016822,1.6405822995807984,95.25486111111111
213,p213,big,"[0.05, 0.08, 0.12, 0.18]",60.0,0.12,0.2,1332,45.570570570570574,5.026773455095438,-2.1945486720457543,163616348707236.28,-98.50832674712535,0.3421750337623661,1.6290399364174464,93.89714714714715
102,p102,loose,"[0.05, 0.07, 0.1, 0.15]",30.0,0.08,0.2,1538,45.838751625487646,5.056639470672285,-2.085493786261239,4009935899603126.5,-99.82699368995488,0.3420528362011368,1.6332977479652746,94.41287386215865
153,p153,stretched,"[0.03, 0.06, 0.1, 0.15]",30.0,0.12,0.2,1986,45.468277945619334,5.012039184373486,-2.7118935306370053,9.044831547444188e+20,-99.65249008735677,0.3410978806990495,1.643079623884464,96.66364551863042
71,p071,tight,"[0.02, 0.04, 0.06, 0.08]",60.0,0.12,0.5,2629,46.13921643210347,5.11782143975822,-2.6259051347367723,9.993196001975407e+28,-99.83688065506952,0.3410090365489586,1.6726576321809121,99.26511981742107
6,p006,default,"[0.03, 0.05, 0.07, 0.1]",30.0,0.08,0.2,2179,45.5713630105553,5.111955699866872,-2.6812432435076583,1.0347339971344841e+24,-98.82401021950956,0.34068980669619703,1.6698314132307555,97.03671408903166
116,p116,loose,"[0.05, 0.07, 0.1, 0.15]",60.0,0.08,0.5,1440,46.18055555555556,5.059484718600509,-1.8973658682205852,3426613689999037.5,-99.88502939939417,0.340170719426641,1.6449650437436751,98.65902777777778
212,p212,big,"[0.05, 0.08, 0.12, 0.18]",60.0,0.08,0.5,1340,46.04477611940298,5.0490316623153095,-1.8473984470590898,427516798798364.6,-98.51197282021523,0.33926490090846756,1.6414781325853178,98.3455223880597
128,p128,loose,"[0.05, 0.07, 0.1, 0.15]",90.0,0.08,0.5,1320,45.984848484848484,5.042258544042604,-2.011777215931798,1475138409509164.2,-99.73513846978828,0.3390060538104946,1.6561546610390632,102.27045454545454
152,p152,stretched,"[0.03, 0.06, 0.1, 0.15]",30.0,0.08,0.5,2018,45.6392467789891,4.939047605580272,-2.6278651835805467,1.1897904463933344e+21,-99.65308014428254,0.33891268018876847,1.6362836733746922,97.20564915758176
210,p210,big,"[0.05, 0.08, 0.12, 0.18]",60.0,0.08,0.2,1225,45.714285714285715,5.013845053681163,-2.1116541500150743,55487087132404.53,-97.73198779481184,0.3388709220878058,1.6382975719146038,98.20163265306122
227,p227,big,"[0.05, 0.08, 0.12, 0.18]",90.0,0.12,0.5,1399,45.746962115797,5.0093117718389,-2.0593334225074034,642179671373861.5,-99.36358645018049,0.33886996829865723,1.6296515087270216,95.92637598284489
