직전_저점_MA20w_이하_pct,반등기간_일,숏보유_일,표본수,윈율,평균_숏수익,중위_숏수익,p10_숏수익,p25_숏수익,p75_숏수익,p90_숏수익,표준편차,최대손실,Sharpe_like
50,10,5,38,0.7368421052631579,0.0847905440483801,0.1319535837727363,-0.25737620033191644,-0.006147765697130658,0.22077398134419865,0.32657734363001373,0.2329189241747456,-0.4287730788775337,0.3640345856344702
50,10,6,38,0.7631578947368421,0.10763338188999731,0.15022905670079523,-0.1348107514872071,0.011569377895525507,0.23163212458537225,0.3323341396093214,0.21939889879509533,-0.4501090577886435,0.4905830543412165
50,10,7,38,0.7631578947368421,0.11308619531153391,0.12801590202570157,-0.1466422718503321,0.03239840129807009,0.2533849599411776,0.34939988346264333,0.21691999250305977,-0.43333093645885756,0.5213267528115868
50,20,1,55,0.7454545454545455,0.040564100202145625,0.07116390584132515,-0.2065038910390173,-0.003702468887397059,0.1686401056947806,0.2321743073399612,0.20502890509123006,-0.784704881595917,0.19784576318200667
50,20,2,55,0.7090909090909091,0.06309189717433827,0.09666793361206127,-0.14023181349428465,-0.017874814335466338,0.17704079860049543,0.2849813523247825,0.22641473248189636,-1.0,0.27865632453658007
50,20,3,55,0.7454545454545455,0.06902040181950414,0.13754026005010123,-0.22567321290815912,0.0005690103152097836,0.19017482534558067,0.3035105171017633,0.23651117249442533,-1.0,0.29182723628470864
50,20,4,55,0.6909090909090909,0.04131667521614416,0.10548112079396688,-0.288759203743,-0.13015703013711666,0.18818104528186547,0.2965663730077819,0.2658105570650481,-1.0,0.155436547262618
50,20,5,55,0.7090909090909091,0.048925454982514376,0.10251293121003535,-0.33431200590097016,-0.03491999659548506,0.19888076180319214,0.29717264680350264,0.2578815066813328,-0.8626347995499821,0.1897206806805737
50,20,6,55,0.7090909090909091,0.05525464057829168,0.12160078929518392,-0.30814375437561303,-0.048772340451740503,0.21714149642686154,0.3007194998525208,0.28258804807200916,-1.0,0.1955307061118582
50,20,7,55,0.6909090909090909,0.06572428889247475,0.10950661853188925,-0.292250724134735,-0.0318833963236993,0.21548494845942096,0.31380881436849845,0.2588224772728051,-1.0,0.2539357848089823
50,40,1,112,0.6517857142857143,-0.00148815022938735,0.03570015324118353,-0.24762427200855805,-0.0965489100915265,0.09484589899890472,0.1881357927265242,0.19410180934694823,-0.784704881595917,-0.0076668539793328175
50,40,2,112,0.6696428571428571,0.022048812647334343,0.05205595752979192,-0.22528505082540404,-0.03398713431133493,0.14643430003426156,0.2108244717666687,0.2103289889746493,-1.0,0.1048301175925486
50,40,3,112,0.6517857142857143,0.02647097561950714,0.06397398466869664,-0.2408489507865154,-0.03889593735535912,0.15791738512164558,0.23883430966417615,0.22731950440553444,-1.0,0.11644832540318817
50,40,4,112,0.625,0.010735964616489044,0.07369631703018542,-0.313326725024047,-0.11789808371188892,0.18304455467290107,0.2350537759674952,0.256010381707322,-1.0,0.04193566114347148
50,40,5,112,0.6517857142857143,0.02637135131238219,0.080916310276616,-0.32031794895511856,-0.08973251343059707,0.18764319151001516,0.2626633832571908,0.23604530994958878,-0.8626347995499821,0.11172156446579774
50,40,6,112,0.6785714285714286,0.03718321707428767,0.09425311137248765,-0.3121127246400982,-0.07563610990665415,0.1940302794377516,0.27134989443711166,0.24723007641718658,-1.0,0.150399245970151
50,40,7,112,0.6785714285714286,0.04870140339384159,0.0855440402211653,-0.2992067342507957,-0.03799309579297233,0.20556169569918195,0.27865699252605264,0.2371941377447969,-1.0,0.2053229639521726
