Symbol,date,close,close_ma_atr,gap_in_atr,fwd1,fwd2,fwd3,fwd4,fwd5,fwd6,fwd7,Name,cma_b
005850,2026-06-04,71200,0.41056734517106974,0.4902555218709398,-2.1067415730337102,-10.25280898876404,-8.42696629213483,-10.81460674157303,-8.84831460674157,-4.915730337078649,6.60112359550562,에스엘,≤0.5
005935,2026-05-28,190900,0.6809563066776587,0.3841714756801319,6.076479832372961,19.95809324253537,21.267679413305384,15.24358302776323,10.529072812991092,0.8381351492928291,6.600314300680976,삼성전자우,0.5~1.0
005935,2026-05-29,202500,1.399763220205209,0.26953433307024466,13.086419753086421,14.320987654320994,8.64197530864197,4.197530864197541,-4.938271604938271,0.49382716049382047,-5.432098765432103,삼성전자우,1.0~1.5
005935,2026-06-01,229000,2.945702984537936,0.2891046386192017,1.091703056768556,-3.9301310043668103,-7.860262008733621,-15.938864628820959,-11.1353711790393,-16.375545851528383,-15.502183406113534,삼성전자우,>2.5
005935,2026-06-02,231500,2.7533725354548597,0.3459010722933241,-4.9676025917926525,-8.855291576673864,-16.846652267818573,-12.095032397408211,-17.278617710583156,-16.41468682505399,-10.583153347732177,삼성전자우,>2.5
005935,2026-06-04,220000,1.783465928744379,0.4427533725354549,-4.09090909090909,-12.5,-7.499999999999996,-12.954545454545451,-12.045454545454549,-5.909090909090908,-1.8181818181818188,삼성전자우,1.5~2.0
005950,2026-05-18,10790,0.8518197573656846,0.3648180242634315,13.067655236329934,30.491195551436512,46.89527340129749,50.50973123262279,53.012048192771076,47.822057460611674,44.11492122335496,이수화학,0.5~1.0
005950,2026-05-19,12200,2.207479224376731,0.28116343490304707,15.409836065573778,29.918032786885252,33.11475409836066,35.32786885245902,30.737704918032783,27.459016393442614,13.360655737704906,이수화학,2.0~2.5
005950,2026-05-20,14080,3.665906788247214,0.32700101317122593,12.57102272727273,15.340909090909083,17.25852272727273,13.28125,10.440340909090917,-1.7755681818181768,-5.894886363636365,이수화학,>2.5
005950,2026-05-21,15850,4.480292294065545,0.4453055801594331,2.460567823343851,4.164037854889591,0.6309148264984188,-1.8927444794952675,-12.744479495268134,-16.403785488958988,-19.747634069400632,이수화학,>2.5
006260,2026-05-26,553000,1.0979911807937286,0.47084762371386574,-8.137432188065096,-14.014466546112114,-19.34900542495479,-15.732368896925863,-23.056057866184453,-21.24773960216998,-25.76853526220615,LS,1.0~1.5
006260,2026-05-27,508000,0.10627094303494496,0.3513642891335567,-6.397637795275591,-12.204724409448819,-8.267716535433067,-16.240157480314966,-14.271653543307083,-19.19291338582677,-26.96850393700787,LS,≤0.5
006340,2026-05-22,14610,0.10482701470892894,0.2979076030660866,-3.216974674880224,-10.609171800136895,-15.400410677618071,-18.275154004106774,-20.533880903490765,-23.956194387405883,-23.819301848049278,대원전선,≤0.5
007810,2026-05-15,100100,0.5605351170568562,0.3210702341137124,-17.582417582417587,-19.280719280719282,-10.589410589410587,-3.8961038961038974,0.5994005994006013,10.089910089910092,10.089910089910092,코리아써키트,0.5~1.0
007810,2026-05-27,110200,1.3401744484350948,0.007183170856849667,1.6333938294010864,8.257713248638844,8.529945553539008,-1.0889292196007205,10.98003629764066,6.805807622504534,-4.174228675136115,코리아써키트,1.0~1.5
007810,2026-05-28,112000,1.3858190709046454,0.018581907090464547,6.517857142857153,6.785714285714284,-2.67857142857143,9.196428571428573,5.089285714285707,-5.714285714285716,7.410714285714293,코리아써키트,1.0~1.5
007810,2026-05-29,119300,1.941204588910134,0.1104206500956023,0.25146689019279744,-8.633696563285831,2.514668901927908,-1.3411567476948827,-11.483654652137465,0.83822296730931,-3.0176026823134916,코리아써키트,1.5~2.0
007810,2026-06-01,119600,1.774473924977127,0.17337602927721865,-8.862876254180607,2.257525083612033,-1.5886287625418105,-11.7056856187291,0.5852842809364489,-3.2608695652173947,16.387959866220726,코리아써키트,1.5~2.0
007810,2026-06-02,109000,0.6622406639004149,0.3095435684647303,12.20183486238533,7.981651376146792,-3.119266055045866,10.366972477064218,6.14678899082568,27.706422018348633,23.30275229357799,코리아써키트,0.5~1.0
007810,2026-06-04,122300,1.5375925204518894,0.49357226334242305,-3.761242845461976,-13.654946852003269,-1.6353229762878119,-5.3965658217498,13.818479149632058,9.893704006541281,11.85609157808667,코리아써키트,1.5~2.0
009450,2026-05-15,76800,1.1043293115684882,0.47125621007806956,-6.7708333333333375,-12.109375,-11.067708333333337,-7.421875,-4.1666666666666625,-7.1614583333333375,-6.640625,경동나비엔,1.0~1.5
010060,2026-05-15,346000,0.3596425912137007,0.1913626209977662,-8.092485549132943,-14.884393063583811,-19.797687861271672,-18.930635838150287,-9.104046242774565,4.046242774566466,12.138728323699421,OCI홀딩스,≤0.5
010120,2026-05-21,271500,0.09427880741337631,0.23327961321514906,3.4990791896869267,4.972375690607733,-3.6832412523020275,-9.208103130755063,-11.049723756906083,-1.6574585635359074,-11.049723756906083,LS ELECTRIC,≤0.5
010780,2026-05-21,30000,1.1900726392251817,0.08353510895883777,8.000000000000007,9.499999999999996,1.8333333333333313,0.49999999999998934,-4.0000000000000036,-8.333333333333337,-9.333333333333337,아이에스동서,1.0~1.5
010780,2026-05-22,32400,2.1826697892271665,0.3442622950819672,1.388888888888884,-5.70987654320988,-6.944444444444442,-11.111111111111116,-15.123456790123457,-16.049382716049386,-16.20370370370371,아이에스동서,2.0~2.5
010950,2026-06-15,113700,0.5904677846425419,0.09090909090909091,,,,,,,,S-Oil,0.5~1.0
011790,2026-05-21,136600,0.06973400431344356,0.46225736879942486,4.026354319180081,11.566617862371897,5.783308931185949,0.43923865300146137,1.9765739385065872,14.56808199121522,2.6354319180087904,SKC,≤0.5
011790,2026-05-22,142100,0.3599859105318774,0.23177175061641422,7.248416608022512,1.688951442646025,-3.4482758620689613,-1.9704433497536922,10.13370865587615,-1.3370865587614356,9.711470795214638,SKC,≤0.5
011790,2026-05-26,152400,0.9052132701421801,0.05822613405551794,-5.183727034120733,-9.973753280839892,-8.595800524934383,2.690288713910771,-8.005249343832022,2.296587926509197,-6.627296587926512,SKC,0.5~1.0
011790,2026-06-11,140000,0.007768150582611294,0.00179265013444876,0.2142857142857224,2.214285714285724,,,,,,SKC,≤0.5
011790,2026-06-12,140300,0.03750756200846945,0.03206291591046582,1.9957234497505416,,,,,,,SKC,≤0.5
011790,2026-06-15,143100,0.22027110289587185,0.06561922365988909,,,,,,,,SKC,≤0.5
012030,2026-05-15,2305,1.7199318568994895,0.4906303236797274,-13.232104121475052,-13.796095444685463,-18.17787418655098,-12.798264642082424,-9.327548806941433,4.121475054229928,1.952277657266821,DB,1.5~2.0
012030,2026-05-22,2090,0.0766539440203574,0.313931297709926,14.832535885167463,12.440191387559807,6.2200956937799035,-0.23923444976076125,-3.1100478468899517,-6.315789473684208,-4.6411483253588575,DB,≤0.5
012030,2026-05-26,2400,1.791852512637527,0.30389533154921416,-2.083333333333337,-7.499999999999996,-13.124999999999998,-15.625,-18.41666666666667,-16.958333333333332,-21.41666666666666,DB,1.5~2.0
012030,2026-05-27,2350,1.382038694773319,0.2806814900375418,-5.531914893617018,-11.27659574468085,-13.829787234042556,-16.68085106382978,-15.191489361702127,-19.744680851063833,-26.638297872340424,DB,1.0~1.5
