symbol,bar_ts,last_close,ret_bar,amt_bar,ch_score,dist_ma10,ret_short,ret_24h,ret_72h,vol_burst_24v72,bull_stack,ma10_strong_up,ch_pct,거래대금,ret_bar_str
MINAUSDT,2026-05-26 00:00:00,0.05584,-0.0064,,-49.0,-0.0072,-0.0064,-0.003,-0.0262,0.23,0,0,-37.7,-,-0.64%
MOVEUSDT,2026-05-26 00:00:00,0.01586,-0.0112,,-49.0,-0.0171,-0.0112,-0.0186,-0.0118,0.19,0,0,-37.7,-,-1.12%
ONEUSDT,2026-05-26 00:00:00,0.001915,-0.0119,,-49.0,-0.006,-0.0119,0.0058,-0.0343,0.18,0,0,-37.7,-,-1.19%
PIUSDT,2026-05-26 00:00:00,0.1464,-0.0108,,-49.0,-0.0171,-0.0108,-0.0155,-0.0292,0.28,0,0,-37.7,-,-1.08%
LQTYUSDT,2026-05-26 00:00:00,0.2447,-0.0177,,-49.0,-0.0221,-0.0177,-0.0161,-0.0567,0.2,0,0,-37.7,-,-1.77%
PROMUSDT,2026-05-26 00:00:00,1.0903,-0.0058,,-49.0,-0.0153,-0.0058,-0.0099,-0.0707,0.16,0,0,-37.7,-,-0.58%
SPELLUSDT,2026-05-26 00:00:00,0.0001548,-0.0051,,-49.0,-0.0035,-0.0051,0.0052,-0.0203,0.15,0,0,-37.7,-,-0.51%
RAREUSDT,2026-05-26 00:00:00,0.01532,-0.0192,,-49.0,-0.0185,-0.0192,-0.0135,-0.0279,0.15,0,0,-37.7,-,-1.92%
SANTOSUSDT,2026-05-26 00:00:00,0.857,-0.0138,,-49.0,-0.0275,-0.0138,-0.0261,-0.0775,0.07,0,0,-37.7,-,-1.38%
SIGNUSDT,2026-05-26 00:00:00,0.01233,-0.0382,,-49.0,-0.0349,-0.0382,-0.0412,-0.0471,0.33,0,0,-37.7,-,-3.82%
SHIBUSDT,2026-05-26 00:00:00,5.497e-06,-0.011,,-49.0,-0.0154,-0.011,-0.0129,-0.0315,0.26,0,0,-37.7,-,-1.1%
MAGICUSDT,2026-05-26 00:00:00,0.05954,-0.016,,-49.0,-0.0161,-0.016,-0.0062,-0.033,0.07,0,0,-37.7,-,-1.6%
THEUSDT,2026-05-26 00:00:00,0.0857,-0.0149,,-49.0,-0.0275,-0.0149,-0.0228,-0.0654,0.17,0,0,-37.7,-,-1.49%
LISTAUSDT,2026-05-26 00:00:00,0.0747,-0.0158,,-49.0,-0.0137,-0.0158,-0.0013,-0.0197,0.33,0,0,-37.7,-,-1.58%
ICNTUSDT,2026-05-26 00:00:00,0.2953,-0.0244,,-49.0,-0.0224,-0.0244,-0.0097,-0.0508,0.14,0,0,-37.7,-,-2.44%
CVCUSDT,2026-05-26 00:00:00,0.02921,-0.0148,,-49.0,-0.0186,-0.0148,-0.0172,-0.0211,0.16,0,0,-37.7,-,-1.48%
CYBERUSDT,2026-05-26 00:00:00,0.4658,-0.0113,,-49.0,-0.0073,-0.0113,0.0037,-0.0216,0.18,0,0,-37.7,-,-1.13%
DOODUSDT,2026-05-26 00:00:00,0.002534,-0.0193,,-49.0,-0.025,-0.0193,-0.0152,-0.0347,0.11,0,0,-37.7,-,-1.93%
EPICUSDT,2026-05-26 00:00:00,0.225,-0.0196,,-49.0,-0.0324,-0.0196,-0.0331,-0.0756,0.07,0,0,-37.7,-,-1.96%
TUSDT,2026-05-26 00:00:00,0.005168,-0.0156,,-49.0,-0.0134,-0.0156,-0.0141,-0.0495,0.05,0,0,-37.7,-,-1.56%
GASUSDT,2026-05-26 00:00:00,1.522,-0.0181,,-49.0,-0.0133,-0.0181,-0.0078,-0.0168,0.33,0,0,-37.7,-,-1.81%
GUNUSDT,2026-05-26 00:00:00,0.01132,-0.0208,,-49.0,-0.0229,-0.0208,-0.0225,-0.0399,0.14,0,0,-37.7,-,-2.08%
TLMUSDT,2026-05-26 00:00:00,0.001405,-0.0147,,-49.0,-0.0244,-0.0147,-0.0236,-0.0982,0.05,0,0,-37.7,-,-1.47%
HFTUSDT,2026-05-26 00:00:00,0.01146,-0.0205,,-49.0,-0.0208,-0.0205,0.016,-0.0706,0.15,0,0,-37.7,-,-2.05%
IOTXUSDT,2026-05-26 00:00:00,0.00416,-0.0189,,-49.0,-0.0232,-0.0189,-0.0119,-0.0326,0.07,0,0,-37.7,-,-1.89%
1000000MOGUSDT,2026-05-26 00:00:00,0.1341,-0.0154,,-49.0,-0.0111,-0.0154,-0.0067,-0.0261,0.14,0,0,-37.7,-,-1.54%
TOSHIUSDT,2026-05-26 00:00:00,0.0001573,-0.015,,-49.0,-0.0179,-0.015,-0.0113,-0.0296,0.13,0,0,-37.7,-,-1.5%
ETHWUSDT,2026-05-26 00:00:00,0.2691,-0.0132,,-49.0,-0.0102,-0.0132,-0.0022,-0.0232,0.64,0,0,-37.7,-,-1.32%
SIRENUSDT,2026-05-26 00:00:00,0.45631,-0.0401,,-53.0,-0.0836,-0.0401,-0.0932,-0.1213,0.55,0,0,-40.8,-,-4.01%
ZBTUSDT,2026-05-26 00:00:00,0.13813,-0.0285,,-55.0,-0.0436,-0.0285,-0.0507,-0.1301,0.19,0,0,-42.3,-,-2.85%
CLANKERUSDT,2026-05-26 00:00:00,20.72,-0.018,,-55.0,-0.0305,-0.018,-0.0157,-0.0928,0.31,0,0,-42.3,-,-1.8%
ARIAUSDT,2026-05-26 00:00:00,0.04168,-0.0372,,-59.0,-0.0658,-0.0372,-0.0781,-0.0923,0.23,0,0,-45.4,-,-3.72%
ESPORTSUSDT,2026-05-26 00:00:00,0.0488,-0.0858,,-64.0,-0.874,-0.0858,-0.9298,-0.933,61.19,0,0,-49.2,-,-8.58%
MEGAUSDT,2026-05-26 00:00:00,0.07192,-0.0285,,-65.0,-0.0529,-0.0285,-0.0709,-0.114,0.37,0,0,-50.0,-,-2.85%
MLNUSDT,2026-05-18 04:00:00,2.293,-0.0357,,-74.0,-0.0747,-0.0357,-0.0962,-0.2787,0.05,0,0,-56.9,-,-3.57%
B2USDT,2026-05-26 00:00:00,0.48,0.0006,,-74.0,-0.0501,0.0006,-0.0654,-0.2693,0.47,0,0,-56.9,-,0.06%
ATAUSDT,2026-05-18 04:00:00,0.00506,-0.0524,,-78.0,-0.118,-0.0524,-0.138,-0.2227,0.16,0,0,-60.0,-,-5.24%
