symbol,score,verdict,s_1m,s_1w,s_1d,m_1w,m_1d,v_1w,acc_w,acc_d,ret_30d,ret_90d,last_close,dist_ma10,dist_ma20,risk_flags,cut,Name,Marcap
032560,7.0,skip,B3,B3,B2,pullback_ma50,breaking,dry,0.0,0.0,0.018,0.043,6080.0,0.022,-0.007,drawdown_deep,False,황금에스티,101320000000
016360,7.0,watch,A2,A2,A4,pullback_ma10,pullback_ma50,normal,0.0,0.0,0.244,0.694,129900.0,0.045,0.049,"drawdown_deep,distribution_suspect",False,삼성증권,11403610000000
001755,7.0,skip,A3,A4,B1,breaking,breaking,distribution_suspect,0.0,0.0,-0.032,0.309,24500.0,-0.053,-0.12,"drawdown_deep,parabolic,distribution_suspect",False,한양증권우,12757500000
001940,6.4,skip,A2,A4,B1,pullback_ma50,breaking,normal,0.0,0.3,-0.105,-0.056,23450.0,-0.022,-0.074,distribution_suspect,False,KISCO홀딩스,331727292000
00806K,6.4,watch,A2,A2,A2,riding,pullback_ma10,normal,0.0,0.3,0.398,0.479,13360.0,0.038,0.089,distribution_suspect,False,대덕1우,16609290900
003555,6.0,watch,A2,A2,A3,pullback_ma20,pullback_ma20,normal,0.0,0.0,0.116,0.157,75900.0,0.014,0.037,distribution_suspect,False,LG우,231260083200
004560,6.0,watch,B4,A4,B2,pullback_ma10,breaking,distribution_suspect,0.0,0.0,0.068,0.519,16830.0,0.02,-0.006,"drawdown_deep,distribution_suspect",False,현대비앤지스틸,252117719920
009420,6.0,skip,A2,A4,B2,breaking,breaking,normal,0.0,0.0,0.218,0.084,57000.0,0.24,0.211,"drawdown_deep,distribution_suspect",False,한올바이오파마,3113542024800
009140,6.0,watch,A1,A2,A3,pullback_ma10,pullback_ma10,normal,0.0,0.0,0.176,0.347,27000.0,-0.028,0.061,distribution_suspect,False,경인전자,42725678400
004140,6.0,watch,B4,B3,B2,pullback_ma20,breaking,normal,0.0,0.0,-0.163,-0.047,2320.0,-0.045,-0.131,drawdown_deep,False,동방,108895908820
003535,6.0,skip,B3,B2,B2,riding,riding,dry,0.0,0.0,-0.13,0.043,7980.0,-0.032,-0.098,drawdown_deep,False,한화투자증권우,38256000000
012330,6.0,watch,A2,A2,A3,pullback_ma10,pullback_ma10,normal,0.0,0.0,0.587,0.652,646000.0,0.081,0.243,distribution_suspect,False,현대모비스,60337167695000
452260,6.0,watch,A1,A2,A2,pullback_ma10,pullback_ma10,pump_dump_trace,0.0,0.0,0.251,1.53,3145.0,0.005,0.013,"parabolic,drawdown_deep,pump_dump_trace",False,한화갤러리아,600964791000
003120,6.0,skip,B3,B2,B2,riding,riding,dry,0.0,0.0,-0.122,-0.012,20050.0,-0.018,-0.071,drawdown_deep,False,일성아이에스,266665000000
000155,6.0,skip,A3,A3,B1,pullback_ma10,breaking,distribution_suspect,0.0,0.0,0.114,0.269,618000.0,-0.042,-0.046,"parabolic,distribution_suspect",False,두산우,2609689686000
009070,5.0,skip,A5,B2,B2,breaking,riding,normal,0.0,0.0,-0.115,-0.158,5370.0,0.009,-0.049,drawdown_deep,False,KCTC,158100000000
120030,5.0,skip,B3,B2,B2,riding,breaking,dry,0.0,0.0,-0.051,0.002,93800.0,-0.001,-0.037,drawdown_deep,False,조선선재,121111791300
104700,5.0,skip,A3,B2,B2,breaking,breaking,normal,0.0,0.0,-0.009,-0.035,9400.0,-0.012,-0.056,,False,한국철강,336433500000
352820,5.0,skip,B3,B2,B2,breaking,riding,normal,0.0,0.0,-0.098,-0.3,235000.0,-0.005,-0.035,drawdown_deep,False,하이브,10172130764000
066575,4.0,watch,A1,A2,A3,acceleration,pullback_ma20,distribution_suspect,0.0,0.0,0.584,0.725,83300.0,0.08,0.207,distribution_suspect,False,LG전자우,1439792856200
307950,4.0,watch,A2,A2,A2,riding,pullback_ma10,normal,0.0,0.0,0.519,0.598,631000.0,0.012,0.16,"parabolic,distribution_suspect",False,현대오토에버,17551348480000
195870,4.0,watch,A2,A2,A2,riding,pullback_ma20,normal,0.0,0.0,0.502,0.778,83500.0,-0.007,0.017,"parabolic,distribution_suspect",False,해성디에스,1720400000000
000990,4.0,watch,A2,A2,A3,acceleration,pullback_ma10,distribution_suspect,0.0,0.0,0.918,1.526,181100.0,0.041,0.097,"parabolic,distribution_suspect",False,DB하이텍,9201220362000
000890,4.0,watch,A2,A2,A3,acceleration,acceleration,pump_dump_trace,0.0,0.0,2.761,2.889,1606.0,0.683,1.333,"parabolic,pump_dump_trace,distribution_suspect",False,보해양조,42458126425
005950,4.0,watch,B4,A1,A1,acceleration,acceleration,accumulation_suspect,0.0,0.0,0.993,1.032,16240.0,0.364,0.457,"parabolic,drawdown_deep,accumulation_suspect",False,이수화학,436746147090
006200,4.0,watch,A2,A2,A3,acceleration,pullback_ma10,pump_dump_trace,0.0,0.0,2.841,3.961,3215.0,0.765,1.448,"parabolic,pump_dump_trace,distribution_suspect",False,한국전자홀딩스,29579581320
088790,4.0,pass,B4,A1,A1,pullback_ma10,pullback_ma10,accumulation_suspect,0.0,0.0,0.082,0.489,2955.0,0.122,0.124,"drawdown_deep,accumulation_suspect",False,진도,37405470720
00781K,4.0,watch,A2,A2,A2,riding,pullback_ma20,normal,0.0,0.0,0.372,0.759,18890.0,-0.012,0.042,"parabolic,distribution_suspect",False,코리아써키트2우B,15203760600
008490,3.0,watch,B2,B4,A1,bounce_ma50,riding,accumulation_suspect,0.0,0.0,0.313,0.163,23900.0,0.121,0.16,"drawdown_deep,accumulation_suspect",False,서흥,267824965950
155660,3.0,watch,C1,A1,A3,pullback_ma10,pullback_ma10,normal,0.0,0.0,0.044,0.18,4415.0,0.03,0.007,drawdown_deep,False,DSR,68960000000
003960,3.0,skip,A5,B2,B2,riding,riding,normal,0.0,0.0,-0.062,-0.168,30000.0,0.004,-0.038,"drawdown_deep,distribution_suspect",False,사조대림,268518883100
006800,3.0,skip,A2,A3,B2,pullback_ma10,breaking,distribution_suspect,0.0,0.0,-0.003,1.452,67500.0,-0.039,-0.049,"parabolic,distribution_suspect",False,미래에셋증권,37770764400000
058430,3.0,skip,A3,A3,B1,pullback_ma10,breaking,distribution_suspect,0.0,0.0,0.412,0.873,6780.0,-0.021,-0.068,"drawdown_deep,distribution_suspect,parabolic",False,포스코스틸리온,402000000000
006980,2.0,watch,B4,A1,A4,pullback_ma10,breaking,normal,0.0,0.0,-0.101,0.254,20100.0,-0.075,-0.117,distribution_suspect,False,우성,61104750000
026940,2.0,watch,B2,B4,A5,pullback_ma10,breaking,accumulation_suspect,0.0,0.0,0.129,0.131,2325.0,-0.031,-0.117,"drawdown_deep,distribution_suspect",False,부국철강,45900000000
006120,2.0,skip,A2,B2,B2,breaking,breaking,normal,0.0,0.0,-0.038,-0.16,52500.0,-0.014,-0.06,,False,SK디스커버리,915963302600
003570,2.0,skip,A3,B2,B2,breaking,breaking,normal,0.0,0.0,-0.059,-0.07,47700.0,-0.03,-0.098,drawdown_deep,False,SNT다이내믹스,1629382153000
064960,2.0,skip,A1,B2,B2,breaking,breaking,normal,0.0,0.0,-0.026,0.044,33400.0,0.033,-0.011,,False,SNT모티브,871847935200
004310,2.0,skip,A3,A4,B2,breaking,breaking,distribution_suspect,0.0,0.0,-0.123,-0.083,7660.0,0.008,-0.051,"drawdown_deep,parabolic,distribution_suspect",False,현대약품,235520000000
000640,2.0,skip,B3,B2,B2,breaking,breaking,normal,0.0,0.0,-0.026,-0.107,92600.0,-0.006,-0.031,,False,동아쏘시오홀딩스,610640198900
005500,2.0,watch,B4,B4,A1,acceleration,acceleration,distribution_suspect,0.0,0.0,0.236,0.176,22400.0,0.073,0.132,distribution_suspect,False,삼진제약,287046000000
000725,2.0,skip,B3,B4,B2,breaking,breaking,normal,0.0,0.0,-0.22,0.161,64300.0,-0.023,-0.09,drawdown_deep,False,현대건설우,69820676600
00680K,2.0,skip,A3,A4,B1,breaking,breaking,distribution_suspect,0.0,0.0,-0.122,0.515,17910.0,-0.07,-0.112,"parabolic,drawdown_deep,distribution_suspect",False,미래에셋증권2우B,2414685000000
001510,2.0,watch,A1,A2,B2,pullback_ma10,breaking,pump_dump_trace,0.0,0.0,0.032,1.978,3850.0,-0.089,-0.162,"parabolic,drawdown_deep,pump_dump_trace",False,SK증권,903207306925
003200,2.0,skip,A1,B2,A4,breaking,breaking,normal,0.0,0.0,-0.047,-0.002,11280.0,-0.03,-0.084,"drawdown_deep,distribution_suspect",False,일신방직,252789600000
317450,1.4,skip,,B2,B2,breaking,breaking,normal,0.0,0.3,-0.095,-0.149,51500.0,0.008,-0.035,"drawdown_deep,low_history",False,명인제약,732920000000
004490,1.4,skip,B3,B2,B2,breaking,breaking,normal,0.0,0.3,-0.026,-0.029,59500.0,-0.009,-0.051,drawdown_deep,False,세방전지,805266000000
007160,1.4,skip,B3,B2,B2,breaking,breaking,normal,0.0,0.3,-0.085,-0.115,48700.0,-0.019,-0.052,drawdown_deep,False,사조산업,240500000000
000145,1.4,skip,B3,B2,B2,pullback_ma10,breaking,normal,0.0,0.3,-0.084,-0.147,10520.0,-0.043,-0.078,drawdown_deep,False,하이트진로홀딩스우,4830510600
030000,1.0,skip,B3,B2,B2,riding,riding,normal,0.0,0.0,-0.018,-0.063,19030.0,-0.001,-0.016,distribution_suspect,False,제일기획,2169677503500
005090,1.0,watch,B4,A1,B2,pullback_ma20,breaking,normal,0.0,0.0,-0.01,1.461,51800.0,0.001,-0.084,"parabolic,drawdown_deep",False,SGC에너지,740639716200
002030,1.0,watch,A3,B1,B2,breaking,riding,distribution_suspect,0.0,0.0,-0.186,-0.288,226000.0,0.004,-0.079,"drawdown_deep,accumulation_suspect",False,아세아,456035718000
020150,1.0,watch,B4,A1,B2,pullback_ma10,breaking,normal,0.0,0.0,0.333,1.072,60100.0,-0.05,-0.1,drawdown_deep,False,롯데에너지머티리얼즈,3021487215100
025860,0.0,watch,A1,A3,B1,pullback_ma20,breaking,distribution_suspect,0.0,0.0,0.017,0.234,7950.0,-0.059,-0.132,"drawdown_deep,distribution_suspect",False,남해화학,387494975400
003460,0.0,skip,A2,A3,B1,pullback_ma20,breaking,distribution_suspect,0.0,0.0,-0.069,0.208,3220.0,-0.029,-0.07,"drawdown_deep,distribution_suspect",False,유화증권,180880703850
001740,0.0,watch,A2,A2,A2,acceleration,riding,distribution_suspect,0.0,0.0,0.544,0.954,8400.0,0.121,0.233,"parabolic,distribution_suspect",False,SK네트웍스,2046057667800
0120G0,0.0,skip,,B2,B2,breaking,riding,normal,0.0,0.0,-0.184,0.206,63200.0,-0.02,-0.103,"drawdown_deep,low_history",False,삼양바이오팜,495972529000
007540,-0.6,skip,A3,A4,B1,pullback_ma50,breaking,dry,0.0,0.3,-0.11,0.011,47550.0,-0.016,-0.05,"drawdown_deep,zombie,distribution_suspect",False,샘표,134299860000
001460,-1.0,watch,B3,B2,B2,pullback_ma50,breaking,normal,0.0,0.0,-0.084,0.09,43400.0,-0.032,-0.089,"drawdown_deep,accumulation_suspect",False,BYC,264524452500
001685,-1.0,watch,B3,B2,B2,pullback_ma10,pullback_ma10,normal,0.0,0.0,-0.015,-0.046,15930.0,-0.003,-0.027,drawdown_deep,False,대상우,21704332320
014830,-1.0,skip,B3,B2,B2,pullback_ma50,breaking,normal,0.0,0.0,-0.084,0.151,74600.0,-0.032,-0.114,drawdown_deep,False,유니드,490651000000
010770,-1.0,watch,B3,B4,A1,bounce_ma50,pullback_ma10,normal,0.0,0.0,0.337,0.389,5000.0,0.173,0.205,"drawdown_deep,distribution_suspect",False,평화홀딩스,75613659220
015760,-1.0,skip,A1,B2,B2,breaking,breaking,normal,0.0,0.0,-0.096,-0.192,39700.0,0.002,-0.061,drawdown_deep,False,한국전력,26288428953150
28513K,-1.0,skip,B3,B2,B2,breaking,breaking,normal,0.0,0.0,-0.061,-0.11,24600.0,-0.015,-0.063,drawdown_deep,False,SK케미칼우,51828010500
075580,-1.0,skip,A2,B1,B2,breaking,breaking,normal,0.0,0.0,-0.087,-0.13,16520.0,-0.018,-0.115,drawdown_deep,False,세진중공업,973831181280
034230,-1.0,skip,B3,B2,B2,pullback_ma10,pullback_ma10,normal,0.0,0.0,-0.01,-0.07,14700.0,-0.01,-0.042,drawdown_deep,False,파라다이스,1346831214280
051910,-1.0,skip,B3,B4,B2,pullback_ma10,breaking,normal,0.0,0.0,0.019,0.114,351000.0,-0.058,-0.099,"drawdown_deep,distribution_suspect",False,LG화학,25024985593500
071090,-1.0,skip,B3,B2,B2,pullback_ma20,breaking,normal,0.0,0.0,0.013,0.183,3875.0,-0.015,-0.097,drawdown_deep,False,하이스틸,78847694255
183190,-1.0,skip,B3,B2,B2,breaking,breaking,normal,0.0,0.0,-0.084,-0.103,10320.0,-0.033,-0.079,drawdown_deep,False,아세아시멘트,369810115640
026890,-1.0,skip,B3,B2,B2,breaking,breaking,normal,0.0,0.0,-0.062,-0.04,8940.0,0.002,-0.048,drawdown_deep,False,스틱인베스트먼트,333429198200
009415,-1.0,watch,A1,A1,B2,pullback_ma20,breaking,normal,0.0,0.0,0.412,-0.114,9520.0,-0.013,-0.124,"drawdown_deep,pump_dump_trace",False,태영건설우,6168253260
069620,-1.0,skip,B3,B2,B2,breaking,breaking,normal,0.0,0.0,-0.091,-0.213,136200.0,-0.011,-0.047,drawdown_deep,False,대웅제약,1556077022500
006660,-1.0,skip,B3,B2,B2,pullback_ma10,breaking,normal,0.0,0.0,0.025,-0.106,12050.0,-0.027,-0.058,drawdown_deep,False,삼성공조,98003346840
012630,-1.0,watch,B4,A1,B2,pullback_ma50,pullback_ma10,normal,0.0,0.0,-0.157,0.427,22850.0,-0.04,-0.116,,False,HDC,1377046669050
103140,-1.0,skip,A5,B2,B2,breaking,breaking,normal,0.0,0.0,-0.151,-0.228,88000.0,-0.009,-0.065,"parabolic,drawdown_deep",False,풍산,2471741319600
016380,-2.0,watch,B2,B4,A2,pullback_ma10,pullback_ma10,normal,0.0,0.0,0.247,0.339,6760.0,-0.007,-0.003,drawdown_deep,False,KG스틸,667059342990
003030,-2.0,skip,A3,A5,B2,breaking,breaking,distribution_suspect,0.0,0.0,-0.274,0.51,170600.0,-0.047,-0.156,"drawdown_deep,distribution_suspect",False,세아제강지주,748811585600
006220,-3.0,skip,A4,B2,B2,breaking,breaking,dry,0.0,0.0,-0.148,-0.028,10960.0,-0.031,-0.086,drawdown_deep,False,제주은행,418052040420
078000,-3.0,skip,A3,A4,B2,breaking,breaking,distribution_suspect,0.0,0.0,-0.127,-0.033,14710.0,-0.024,-0.082,"drawdown_deep,zombie,distribution_suspect,parabolic",False,텔코웨어,135967733055
084010,-4.0,skip,B4,B2,B2,breaking,breaking,normal,0.0,0.0,-0.101,-0.036,10190.0,-0.051,-0.116,drawdown_deep,False,대한제강,344059675960
000105,-4.0,skip,A5,B2,B2,riding,riding,distribution_suspect,0.0,0.0,-0.123,-0.27,74800.0,0.033,-0.001,"drawdown_deep,parabolic,distribution_suspect",False,유한양행우,87153372000
094800,-5.0,skip,A2,A3,B1,pullback_ma50,breaking,distribution_suspect,0.0,0.0,-0.155,0.146,5900.0,0.047,-0.076,"drawdown_deep,distribution_suspect",False,맵스리얼티,539367463110
053690,-5.0,skip,A3,A4,B2,pullback_ma20,breaking,distribution_suspect,0.0,0.0,-0.29,0.368,23250.0,-0.019,-0.102,"drawdown_deep,distribution_suspect",False,한미글로벌,250927895000
085620,-5.0,watch,A2,A2,B3,pullback_ma10,pullback_ma10,distribution_suspect,0.0,0.0,-0.085,0.65,15210.0,0.035,-0.029,"parabolic,drawdown_deep,distribution_suspect",False,미래에셋생명,2089882800000
025890,-6.0,skip,B2,B4,B2,pullback_ma10,breaking,normal,0.0,0.0,-0.002,0.115,1947.0,-0.049,-0.072,drawdown_deep,False,한국주강,21854591976
015260,-6.0,skip,B2,B4,B2,pullback_ma20,breaking,normal,0.0,0.0,-0.031,0.471,618.0,-0.018,-0.089,drawdown_deep,False,에이엔피,28788422234
300720,-6.0,skip,B3,B2,B2,breaking,breaking,normal,0.0,0.0,-0.11,-0.076,15250.0,-0.04,-0.076,drawdown_deep,False,한일시멘트,1102442682910
001820,-6.0,watch,A2,A2,A2,acceleration,acceleration,distribution_suspect,0.0,0.0,0.697,2.585,102000.0,0.441,0.49,"parabolic,distribution_suspect",False,삼화콘덴서,1378377000000
003070,-6.0,skip,B3,B2,B2,pullback_ma50,breaking,normal,0.0,0.0,-0.168,0.174,10170.0,0.003,-0.057,drawdown_deep,False,코오롱글로벌,257036225490
004105,-6.0,watch,B2,B4,B1,bounce_ma50,breaking,normal,0.0,0.0,0.085,0.254,4070.0,0.07,0.02,drawdown_deep,False,태양금속우,13299000000
089470,-6.0,watch,B4,B4,B2,pullback_ma20,breaking,distribution_suspect,0.0,0.0,-0.122,0.055,4495.0,-0.051,-0.12,"drawdown_deep,distribution_suspect",False,HDC현대EP,141955000000
004150,-6.0,watch,A1,A2,A2,pullback_ma10,pullback_ma10,distribution_suspect,0.0,0.0,0.264,0.406,4120.0,0.082,0.146,distribution_suspect,False,한솔홀딩스,170260473000
025560,-7.0,watch,B4,A1,A2,acceleration,acceleration,accumulation_suspect,0.0,0.0,1.648,1.879,35850.0,0.503,0.777,"parabolic,drawdown_deep,distribution_suspect",False,미래산업,184415244300
058730,-8.0,skip,B2,A5,B2,pullback_ma10,breaking,normal,0.0,0.0,-0.235,-0.088,3040.0,-0.037,-0.117,drawdown_deep,False,다스코,58548028635
000540,-8.0,skip,B3,B2,B2,breaking,breaking,pump_dump_trace,0.0,0.0,-0.079,0.167,3990.0,-0.007,-0.057,"drawdown_deep,zombie,pump_dump_trace",False,흥국화재,252794808075
036530,-8.6,skip,A5,B2,B2,breaking,breaking,normal,0.0,0.3,-0.083,0.086,54400.0,0.017,-0.056,"drawdown_deep,distribution_suspect",False,SNT홀딩스,898344118600
000370,-9.0,watch,A2,A2,A2,pullback_ma10,pullback_ma10,distribution_suspect,0.0,0.0,0.094,0.359,7190.0,0.046,0.056,"drawdown_deep,distribution_suspect",False,한화손해보험,837018020550
012750,-11.6,skip,B3,B2,B2,riding,riding,normal,0.0,0.3,-0.211,-0.028,70700.0,-0.017,-0.08,"drawdown_deep,distribution_suspect",False,에스원,2663742377800
073240,-13.0,skip,B3,B2,B2,breaking,breaking,normal,0.0,0.0,-0.201,-0.097,4975.0,-0.004,-0.084,drawdown_deep,False,금호타이어,1414756913475
100090,-13.0,skip,B3,B2,B2,breaking,breaking,normal,0.0,0.0,-0.291,-0.095,18860.0,-0.036,-0.118,drawdown_deep,False,SK오션플랜트,1179587075520
009470,-15.0,skip,A3,B2,B2,breaking,breaking,distribution_suspect,0.0,0.0,0.107,0.402,42000.0,0.12,-0.002,"drawdown_deep,distribution_suspect",False,삼화전기,309196085000
015590,-18.0,skip,B3,B2,B2,breaking,breaking,distribution_suspect,0.0,0.0,-0.019,-0.019,2525.0,-0.04,-0.03,"drawdown_deep,distribution_suspect",False,DKME,135092659240
035510,-18.0,skip,A4,B1,B2,breaking,breaking,distribution_suspect,0.0,0.0,-0.156,0.052,16430.0,-0.098,-0.155,"drawdown_deep,distribution_suspect",False,신세계 I&C,228308097000
029530,-18.0,skip,A4,B1,B2,breaking,breaking,distribution_suspect,0.0,0.0,-0.139,-0.07,43300.0,-0.041,-0.093,"drawdown_deep,distribution_suspect",False,신도리코,413404268950
005965,-19.0,skip,B2,A5,B2,pullback_ma10,riding,distribution_suspect,0.0,0.0,-0.205,-0.09,19200.0,0.028,-0.011,"drawdown_deep,distribution_suspect",False,동부건설우,4176042000
010660,-19.0,skip,B4,B2,B2,breaking,breaking,normal,0.0,0.0,-0.157,0.036,4300.0,-0.044,-0.097,"drawdown_deep,distribution_suspect",False,화천기계,100540000000
100840,-23.0,skip,A5,B1,B2,breaking,breaking,normal,0.0,0.0,-0.213,0.183,43900.0,-0.063,-0.162,"parabolic,drawdown_deep,distribution_suspect",False,SNT에너지,919260804350
214390,-26.0,skip,B2,A4,B2,breaking,breaking,distribution_suspect,0.0,0.0,-0.106,0.079,6260.0,0.01,-0.027,"drawdown_deep,zombie,distribution_suspect",False,경보제약,146788120400
