symbol,bar_ts,last_close,ret_bar,amt_bar,ch_score,dist_ma10,ret_short,ret_24h,ret_72h,vol_burst_24v72,bull_stack,ma10_strong_up,ch_pct,거래대금,ret_bar_str
UBUSDT,2026-05-26 01:00:00,0.18962,-0.007900381938994339,968044.0419800001,92.0,0.0093,-0.0034,0.2029,0.6467,0.36,1,1,70.8,$968K,-0.79%
GRASSUSDT,2026-05-26 01:00:00,0.5918,-0.0032002694963786382,1443246.9238,82.0,0.0233,-0.0391,0.1502,0.4914,0.24,1,1,63.1,$1.4M,-0.32%
CUSDT,2026-05-26 01:00:00,0.09562,0.0179921217928245,45118.48824,75.0,0.0002,0.0099,0.0887,0.0567,0.3,1,1,57.7,$45K,1.8%
FLUXUSDT,2026-05-26 01:00:00,0.07939,-0.022892307692307656,18264.38401,74.0,0.0006,-0.0266,0.0692,0.1585,0.92,1,1,56.9,$18K,-2.29%
MMTUSDT,2026-05-26 01:00:00,0.1374,0.07427677873338534,670015.1616,71.0,0.0562,0.0618,0.1027,0.1063,1.43,1,0,54.6,$670K,7.43%
INUSDT,2026-05-26 01:00:00,0.09387,0.06913439635535301,1958167.5315299998,70.0,0.0294,0.0122,0.2501,0.1112,0.24,1,1,53.8,$2.0M,6.91%
WLDUSDT,2026-05-26 01:00:00,0.3284,-0.002430133657351008,2593822.4092,69.0,0.0133,-0.0194,0.1281,0.2154,0.36,1,1,53.1,$2.6M,-0.24%
PHAUSDT,2026-05-26 01:00:00,0.04636,0.013554875382597142,787659.73792,67.0,-0.0493,-0.0482,0.2386,0.3905,4.1,1,1,51.5,$788K,1.36%
ESPUSDT,2026-05-26 01:00:00,0.070665,0.001999319380636466,27877.837155,65.0,0.0074,0.0111,0.0812,0.0838,0.72,1,0,50.0,$28K,0.2%
EWTUSDT,2026-05-26 01:00:00,99.79,-0.007262236370871422,75959.15010000001,65.0,0.0142,0.0182,0.0327,0.0375,0.83,1,0,50.0,$76K,-0.73%
ERAUSDT,2026-05-26 01:00:00,0.1517,0.009314703925482393,439940.9224,65.0,0.0147,0.0073,0.2011,0.1954,46.65,0,0,50.0,$440K,0.93%
NXPCUSDT,2026-05-26 01:00:00,0.3744,0.005100671140939594,44592.5376,63.0,0.0137,-0.0029,0.0603,0.0996,0.19,1,1,48.5,$45K,0.51%
LLYUSDT,2026-05-26 01:00:00,1076.27,-0.0006128532030866829,15627.4404,61.0,0.0011,-0.017,0.0088,0.0119,0.41,1,0,46.9,$16K,-0.06%
INFQUSDT,2026-05-26 01:00:00,16.931,5.906674542233148e-05,164801.78263,59.0,0.0143,0.0178,0.0271,0.0627,0.03,1,0,45.4,$165K,0.01%
BASUSDT,2026-05-26 01:00:00,0.023413,0.004720422263227775,6895.36263,58.0,0.0278,0.0327,0.037,0.1026,0.34,1,0,44.6,$7K,0.47%
EWYUSDT,2026-05-26 01:00:00,192.6,-0.003672857068956592,799193.7,57.0,0.0041,0.0046,0.0168,0.0646,0.79,1,0,43.8,$799K,-0.37%
TRXUSDT,2026-05-26 01:00:00,0.37359,0.00603204524033929,214938.65547,56.0,0.0039,0.0049,0.0237,0.0305,0.67,1,0,43.1,$215K,0.6%
AMATUSDT,2026-05-26 01:00:00,436.82,0.0033305004938328775,742.5939999999999,54.0,0.0099,0.0089,0.0153,0.0139,0.73,1,0,41.5,$743,0.33%
ATOMUSDT,2026-05-26 01:00:00,2.1586,0.013474811023991506,171071.20859999998,54.0,0.0069,0.0027,0.0504,0.0208,0.3,1,0,41.5,$171K,1.35%
FLYUSDT,2026-05-26 01:00:00,50.74,-0.0033392260852483924,51652.812600000005,53.0,0.0129,0.0164,0.0168,0.0187,0.09,1,0,40.8,$52K,-0.33%
NEARUSDT,2026-05-26 01:00:00,2.6835,-0.012293422650815233,5515875.213,53.0,-0.0226,-0.0373,0.1366,0.2875,0.28,1,1,40.8,$5.5M,-1.23%
SENTUSDT,2026-05-26 01:00:00,0.01675,0.0017942583732057926,5918.49525,53.0,0.0007,0.0006,0.0469,0.0482,0.49,1,1,40.8,$6K,0.18%
STXSTOCKUSDT,2026-05-26 01:00:00,825.46,0.0038062578283657444,165.092,52.0,0.0165,0.0223,0.0241,0.0212,0.52,1,0,40.0,$165,0.38%
POLYXUSDT,2026-05-26 01:00:00,0.05706,0.004931313842902574,24946.80318,52.0,0.006,0.0104,0.0363,0.0244,0.14,1,0,40.0,$25K,0.49%
WOOUSDT,2026-05-26 01:00:00,0.01742,0.006354708261120834,2861.9439940000007,51.0,0.0019,0.0075,0.0494,0.0635,0.35,1,1,39.2,$3K,0.64%
KLACUSDT,2026-05-26 01:00:00,1902.33,-0.0027417224097799897,1497.13371,49.0,0.0059,0.0073,0.0101,0.0101,0.47,1,0,37.7,$1K,-0.27%
LWLGUSDT,2026-05-26 01:00:00,12.898,-0.003476782816966728,36619.227719999995,49.0,0.0047,0.0055,0.0065,0.013,0.09,1,0,37.7,$37K,-0.35%
XANUSDT,2026-05-26 01:00:00,0.011434,0.01644590630278242,298695.961792,49.0,-0.0155,0.0025,0.1059,0.1695,31.13,0,0,37.7,$299K,1.64%
MUSDT,2026-05-26 01:00:00,2.9762,-0.017645544384518375,40476.32,49.0,0.0032,0.0102,0.035,0.0787,0.32,1,0,37.7,$40K,-1.76%
INDAUSDT,2026-05-26 01:00:00,48.84,-0.0018393623543837556,207.08160000000004,49.0,0.0031,0.0023,0.0035,0.007,0.27,1,0,37.7,$207,-0.18%
KOPNUSDT,2026-05-26 01:00:00,5.214,-0.00210526315789461,852.6975600000001,49.0,0.0018,0.0095,0.0168,0.0152,0.06,1,0,37.7,$853,-0.21%
NILUSDT,2026-05-26 01:00:00,0.08376,0.03830420230568987,733941.80688,48.0,-0.0203,-0.0057,0.0992,0.6142,0.8,1,1,36.9,$734K,3.83%
UNHUSDT,2026-05-26 01:00:00,388.01,-0.00012884605473384436,151.3239,47.0,0.0021,0.002,0.0013,0.002,0.5,1,0,36.2,$151,-0.01%
DEXEUSDT,2026-05-26 01:00:00,17.381,-0.0028684527565830953,89075.8869,46.0,-0.0008,0.0051,0.1416,0.2679,1.75,0,0,35.4,$89K,-0.29%
VRTUSDT,2026-05-26 01:00:00,333.7,-0.00011985377839041078,50085.032999999996,43.0,0.0081,0.0137,0.0183,0.0229,0.3,1,0,33.1,$50K,-0.01%
NATGASUSDT,2026-05-26 01:00:00,3.063,0.002618657937806912,19876.4196,43.0,0.0055,0.0026,0.0169,0.0069,0.31,1,0,33.1,$20K,0.26%
AZTECUSDT,2026-05-26 01:00:00,0.02373,0.008928571428571397,41210.72823,42.0,-0.0088,0.0076,0.157,0.1273,2.18,1,1,32.3,$41K,0.89%
STABLEUSDT,2026-05-26 01:00:00,0.03752,0.0029403902699811635,12592.387359999999,41.0,0.0064,0.0119,0.0029,0.1104,0.88,0,0,31.5,$13K,0.29%
EIGENUSDT,2026-05-26 01:00:00,0.2475,-0.001210653753026647,76444.5825,40.0,-0.0127,-0.0347,0.1219,0.245,0.69,1,1,30.8,$76K,-0.12%
AKTUSDT,2026-05-26 01:00:00,0.9032,-0.019752550466681118,71188.50792,40.0,-0.013,-0.0396,0.0491,0.176,0.55,1,0,30.8,$71K,-1.98%
TIAUSDT,2026-05-26 01:00:00,0.4696,0.00815800772863895,641447.9128800001,39.0,-0.0096,-0.0265,0.1294,0.1232,0.71,1,1,30.0,$641K,0.82%
USELESSUSDT,2026-05-26 01:00:00,0.08144,-0.0036701737215560915,136918.39392,39.0,-0.0196,-0.0137,0.1073,0.2148,0.44,1,0,30.0,$137K,-0.37%
APRUSDT,2026-05-26 01:00:00,0.18147,0.008054660593267204,20327.36205,38.0,-0.004,-0.0098,0.1155,0.0142,0.32,1,1,29.2,$20K,0.81%
APPUSDT,2026-05-26 01:00:00,479.84,-0.0006872565966221655,758.1472,38.0,0.0039,0.0031,0.0094,0.0058,0.09,1,0,29.2,$758,-0.07%
INJUSDT,2026-05-26 01:00:00,5.606,-0.011461823311585295,1144918.986,38.0,-0.0092,-0.0118,0.1062,0.0729,0.36,1,1,29.2,$1.1M,-1.15%
JSTUSDT,2026-05-26 01:00:00,0.09308,-0.002144082332761643,5231.096,37.0,0.0046,0.005,-0.0016,0.0005,0.17,0,0,28.5,$5K,-0.21%
ARMUSDT,2026-05-26 01:00:00,313.65,-0.011035787482263859,71662.752,36.0,-0.0082,-0.0078,0.011,0.0351,0.27,1,0,27.7,$72K,-1.1%
FUTUUSDT,2026-05-26 01:00:00,94.04,-0.0041300434184051715,45261.452000000005,36.0,0.023,0.0305,0.0391,0.0444,0.03,1,0,27.7,$45K,-0.41%
GEUSDT,2026-05-26 01:00:00,305.48,0.0021980906138250322,9818.1272,35.0,0.0005,0.0019,0.0025,0.0096,0.2,1,0,26.9,$10K,0.22%
BEUSDT,2026-05-26 01:00:00,309.83,-0.005329224052136539,29421.456799999996,34.0,0.0026,0.0015,0.0188,0.0367,0.09,0,0,26.2,$29K,-0.53%
DRIFTUSDT,2026-05-26 01:00:00,0.0336,-0.026086956521739313,418173.3024,33.0,-0.0181,-0.0372,0.2353,0.2086,12.29,1,1,25.4,$418K,-2.61%
ZECUSDT,2026-05-26 01:00:00,631.25,-0.007499764158359734,4410967.95,31.0,-0.0308,-0.0289,-0.0315,0.0631,0.32,0,0,23.8,$4.4M,-0.75%
MRVLUSDT,2026-05-26 01:00:00,202.97,-0.011589968346725099,383209.3897,31.0,-0.0093,-0.0098,0.0237,0.0398,0.65,1,0,23.8,$383K,-1.16%
RENDERUSDT,2026-05-26 01:00:00,2.171,-0.0041284403669726855,1249241.3790999998,30.0,-0.007,-0.0087,0.0976,0.1697,0.64,1,1,23.1,$1.2M,-0.41%
MPUSDT,2026-05-26 01:00:00,65.05,0.00015375153751517878,3619.382,29.0,0.0027,0.0104,0.0062,0.0121,0.15,0,0,22.3,$4K,0.02%
MAGMAUSDT,2026-05-26 01:00:00,0.24567,-0.01106996216085665,16866.96519,29.0,-0.037,-0.0582,0.0409,0.0481,0.48,1,1,22.3,$17K,-1.11%
TONUSDT,2026-05-26 01:00:00,1.9163,-0.00036515388628077794,1158939.3391099998,28.0,-0.0327,-0.0278,0.0952,0.028,0.77,1,1,21.5,$1.2M,-0.04%
BANANAS31USDT,2026-05-26 01:00:00,0.011897,-0.0012592343854936905,33501.952,28.0,0.0014,0.0147,-0.0125,0.1005,0.18,0,0,21.5,$34K,-0.13%
FETUSDT,2026-05-26 01:00:00,0.226,-0.013100436681222738,407486.588,28.0,-0.0131,-0.0309,0.0845,0.1283,0.31,1,1,21.5,$407K,-1.31%
IOUSDT,2026-05-26 01:00:00,0.1535,-0.0006510416666666297,26393.5575,28.0,-0.0313,-0.0346,0.0772,0.0586,0.46,1,1,21.5,$26K,-0.07%
COSTUSDT,2026-05-26 01:00:00,1033.17,0.0029900299973790734,2025.0132,27.0,0.0001,0.0012,0.0021,0.005,0.16,0,0,20.8,$2K,0.3%
MCDUSDT,2026-05-26 01:00:00,283.17,0.0002825956409624464,1370.5428,27.0,0.0006,-0.0002,0.0011,0.0034,0.33,1,0,20.8,$1K,0.03%
SOXLUSDT,2026-05-26 01:00:00,202.6,-0.009775171065493637,282697.91,27.0,-0.0216,-0.03,0.0123,0.063,0.21,1,0,20.8,$283K,-0.98%
SQQQUSDT,2026-05-26 01:00:00,40.48,0.0027247956403269047,1916.3232,26.0,0.0218,0.0279,0.0207,-0.0357,0.13,0,0,20.0,$2K,0.27%
HUSDT,2026-05-26 01:00:00,0.24311,-0.0017246335153779935,130399.09869,26.0,-0.0302,0.0008,0.0473,0.2068,0.73,1,0,20.0,$130K,-0.17%
FFUSDT,2026-05-26 01:00:00,0.08831,-0.006636670416198087,16426.631409999998,25.0,-0.0219,-0.0299,0.0441,0.0009,0.32,1,1,19.2,$16K,-0.66%
ATUSDT,2026-05-26 01:00:00,0.1241,-0.0040128410914928025,3365.9643,25.0,0.0065,0.0106,0.0256,-0.0357,0.16,1,0,19.2,$3K,-0.4%
GRTUSDT,2026-05-26 01:00:00,0.02708,0.0018497965223824853,11973.221608,25.0,-0.0056,-0.0273,0.0541,0.0452,0.26,1,1,19.2,$12K,0.18%
ARCUSDT,2026-05-26 01:00:00,0.06503,-0.0009218005838068644,5166.178290000001,24.0,0.0048,-0.0029,0.0139,0.0117,0.26,1,0,18.5,$5K,-0.09%
APLDUSDT,2026-05-26 01:00:00,46.27,-0.0032313657906074544,269.7541,24.0,-0.0014,-0.0024,0.0111,0.012,0.02,1,0,18.5,$270,-0.32%
CRDOUSDT,2026-05-26 01:00:00,219.06,-0.007790560739197372,13196.1744,24.0,-0.0091,-0.0101,-0.005,0.0077,0.06,1,0,18.5,$13K,-0.78%
EWHUSDT,2026-05-26 01:00:00,23.672,0.002965850351665189,9415.77472,23.0,0.0097,0.0107,0.0127,0.0096,0.44,0,0,17.7,$9K,0.3%
MIRAUSDT,2026-05-26 01:00:00,0.0813,0.0,14515.0581,23.0,-0.0201,-0.0287,0.0317,0.0239,0.66,1,1,17.7,$15K,0.0%
BAUSDT,2026-05-26 01:00:00,219.86,-0.0016800617536211204,17.588800000000003,23.0,0.0026,0.0066,0.0071,0.008,0.05,0,0,17.7,$18,-0.17%
TRUSTUSDT,2026-05-26 01:00:00,0.07356,0.010856122028308324,4703.13216,23.0,-0.0183,-0.0217,0.0183,0.0589,0.17,1,1,17.7,$5K,1.09%
DRAMUSDT,2026-05-26 01:00:00,55.67,-0.00447067238912735,174689.6765,23.0,-0.024,-0.0337,0.0063,0.0538,0.3,1,0,17.7,$175K,-0.45%
AWEUSDT,2026-05-26 01:00:00,0.054304,-0.009014927552100427,32438.168576,22.0,-0.0007,0.0111,0.0878,0.1107,0.69,1,0,16.9,$32K,-0.9%
LUNCUSDT,2026-05-26 01:00:00,8.132e-05,0.0012312238364935446,36578.53968556,21.0,0.0015,0.0071,0.0073,-0.0038,0.23,0,0,16.2,$37K,0.12%
INTCUSDT,2026-05-26 01:00:00,121.51,-0.0026266108511859843,253963.1906,20.0,-0.0097,-0.0125,-0.0025,0.025,0.21,0,0,15.4,$254K,-0.26%
RKLBUSDT,2026-05-26 01:00:00,139.14,0.00440337832960358,240020.67419999998,20.0,-0.0167,-0.0282,-0.0108,0.0374,0.05,1,0,15.4,$240K,0.44%
NBISUSDT,2026-05-26 01:00:00,218.62,-0.010231800072437514,5096.0322,20.0,-0.0029,-0.0062,0.0033,0.0215,0.08,1,0,15.4,$5K,-1.02%
AAOIUSDT,2026-05-26 01:00:00,184.47,-0.014056654195617302,55167.5982,20.0,-0.0209,-0.0275,-0.0018,0.0259,0.19,1,0,15.4,$55K,-1.41%
OKLOUSDT,2026-05-26 01:00:00,66.74,-0.003880597014925491,5850.428399999999,20.0,-0.0058,-0.012,0.003,0.0157,0.19,1,0,15.4,$6K,-0.39%
TSMUSDT,2026-05-26 01:00:00,411.99,-0.006391086243488275,58865.131199999996,20.0,-0.0067,-0.0095,0.0015,0.0212,0.33,1,0,15.4,$59K,-0.64%
COPPERUSDT,2026-05-26 01:00:00,6.402,-0.008057018903005808,23823.762600000002,20.0,-0.0108,-0.0142,-0.0057,0.0107,0.18,1,0,15.4,$24K,-0.81%
AMDUSDT,2026-05-26 01:00:00,476.0,-0.0017825311942959443,96599.44,20.0,-0.0018,-0.0014,0.0051,0.0262,0.2,1,0,15.4,$97K,-0.18%
COHRUSDT,2026-05-26 01:00:00,382.69,-0.01044656478680217,206809.5029,20.0,-0.0288,-0.038,-0.0078,0.0288,0.3,1,0,15.4,$207K,-1.04%
LPTUSDT,2026-05-26 01:00:00,2.298,-0.0026041666666665186,59503.9524,19.0,-0.0057,-0.0009,0.0595,0.0932,0.22,1,0,14.6,$60K,-0.26%
ARKMUSDT,2026-05-26 01:00:00,0.1429,-0.006258692628650975,38060.1289,19.0,-0.0271,-0.0358,0.0672,0.1095,0.32,1,1,14.6,$38K,-0.63%
TAGUSDT,2026-05-26 01:00:00,0.0015394,0.024695466950675593,61459.5151414,19.0,-0.0157,-0.0313,0.0231,-0.0214,0.51,0,0,14.6,$61K,2.47%
PENDLEUSDT,2026-05-26 01:00:00,1.8813,-0.004339772426567912,62212.7097,18.0,-0.025,-0.0255,0.0332,0.0159,0.23,1,0,13.8,$62K,-0.43%
EWJUSDT,2026-05-26 01:00:00,92.9,0.0,3290.5180000000005,17.0,-0.0105,-0.0087,-0.0252,0.0175,0.84,0,0,13.1,$3K,0.0%
VELODROMEUSDT,2026-05-26 01:00:00,0.016493,-0.0033838902652728597,84.27923,17.0,-0.0076,-0.0016,0.0331,0.0044,0.21,1,0,13.1,$84,-0.34%
KAITOUSDT,2026-05-26 01:00:00,0.5056,-0.003940110323089052,123076.79232000002,17.0,-0.0263,-0.0299,0.022,0.0564,0.28,1,0,13.1,$123K,-0.39%
VIRTUALUSDT,2026-05-26 01:00:00,0.7564,-0.011758557616932341,167401.90959999998,17.0,-0.0272,-0.0364,0.0219,0.0591,0.22,1,0,13.1,$167K,-1.18%
LITUSDT,2026-05-26 01:00:00,1.248,-0.026521060842433775,468249.6,17.0,-0.0553,-0.0624,-0.0273,0.0532,0.21,1,0,13.1,$468K,-2.65%
MUUSDT,2026-05-26 01:00:00,782.62,-0.0033365595232031087,626776.8794,16.0,-0.0098,-0.0125,0.0045,0.0476,0.31,0,0,12.3,$627K,-0.33%
GPSUSDT,2026-05-26 01:00:00,0.006852,0.004250329766964711,3602.733636,16.0,0.0048,0.005,0.0195,0.0247,0.21,1,0,12.3,$4K,0.43%
MSFTUSDT,2026-05-26 01:00:00,420.17,-2.379932409912744e-05,78626.4121,16.0,-0.0039,-0.0045,-0.0022,0.0049,0.26,0,0,12.3,$79K,-0.0%
QQQUSDT,2026-05-26 01:00:00,724.46,-0.0004001379786132686,156229.799,16.0,-0.0039,-0.0054,-0.0041,0.0119,0.32,0,0,12.3,$156K,-0.04%
DYDXUSDT,2026-05-26 01:00:00,0.1526,-0.0013089005235600304,26798.2386,16.0,-0.0228,-0.023,0.0517,0.0346,0.29,1,0,12.3,$27K,-0.13%
ASMLUSDT,2026-05-26 01:00:00,1642.55,0.004157114473483103,39421.2,16.0,-0.0073,-0.0095,-0.0042,0.0096,0.45,0,0,12.3,$39K,0.42%
ZAMAUSDT,2026-05-26 01:00:00,0.03145,-0.017801374141161785,49692.0064,16.0,-0.0486,-0.0634,-0.016,0.0096,0.4,0,0,12.3,$50K,-1.78%
SUNUSDT,2026-05-26 01:00:00,0.020246,0.0015335147167945262,916.73888,15.0,-0.0,-0.0004,0.0082,0.0065,0.33,1,0,11.5,$917,0.15%
MORPHOUSDT,2026-05-26 01:00:00,2.1451,-0.01691109074243824,44828.29979999999,15.0,-0.0415,-0.0427,-0.0342,0.0933,0.49,0,0,11.5,$45K,-1.69%
CCUSDT,2026-05-26 01:00:00,0.16569,-0.0012056181807221789,55055.63889,15.0,-0.0011,-0.0065,0.0008,0.0503,0.57,0,0,11.5,$55K,-0.12%
ICPUSDT,2026-05-26 01:00:00,2.619,-0.007578628268283261,126588.78882,14.0,-0.0254,-0.0403,0.0323,0.0484,0.18,1,0,10.8,$127K,-0.76%
HUMAUSDT,2026-05-26 01:00:00,0.02473,-0.016308671439936417,86825.07633,14.0,-0.0268,-0.0287,-0.0264,0.0591,0.51,0,0,10.8,$87K,-1.63%
PIEVERSEUSDT,2026-05-26 01:00:00,0.72247,-0.005355471116251009,20505.143539999997,14.0,-0.0117,-0.0078,0.0061,0.0024,0.3,0,0,10.8,$21K,-0.54%
NIOUSDT,2026-05-26 01:00:00,5.316,0.011030810193989993,1195.8342,14.0,-0.0032,0.0002,-0.0069,0.0243,0.04,1,0,10.8,$1K,1.1%
VELVETUSDT,2026-05-26 01:00:00,0.09602,0.027061717830783927,40711.711839999996,13.0,-0.0043,-0.0112,-0.0043,0.0069,0.31,1,0,10.0,$41K,2.71%
TOWNSUSDT,2026-05-26 01:00:00,0.003246,-0.006123698714023185,13413.07251,13.0,-0.0367,-0.0357,0.0266,0.0109,0.89,1,0,10.0,$13K,-0.61%
DOGSUSDT,2026-05-26 01:00:00,5.214e-05,0.008900928792569651,84647.037552,13.0,-0.0424,-0.0444,0.0296,-0.0134,0.99,1,1,10.0,$85K,0.89%
AMZNUSDT,2026-05-26 01:00:00,268.83,-3.719684570746562e-05,37512.538199999995,12.0,-0.0038,-0.0066,-0.0017,0.0129,0.35,0,0,9.2,$38K,-0.0%
SNDKUSDT,2026-05-26 01:00:00,1511.88,-0.007125360372488787,843503.55396,12.0,-0.0126,-0.0156,-0.0009,0.0225,0.21,0,0,9.2,$844K,-0.71%
EDGEUSDT,2026-05-26 01:00:00,1.341,0.0009703664999627382,82384.33499999999,12.0,-0.0148,-0.0235,0.0216,0.0751,0.23,0,0,9.2,$82K,0.1%
CRWVUSDT,2026-05-26 01:00:00,107.76,-0.0006491699897986924,30571.512,12.0,-0.0116,-0.0137,-0.0011,0.0337,0.23,0,0,9.2,$31K,-0.06%
AXTIUSDT,2026-05-26 01:00:00,141.45,-0.0031009937275353616,37771.39349999999,12.0,-0.0219,-0.0267,-0.0199,0.0106,0.03,0,0,9.2,$38K,-0.31%
ETNUSDT,2026-05-26 01:00:00,393.4,-0.0019281510046682548,656.978,12.0,-0.0053,0.0004,-0.005,0.0032,0.25,0,0,9.2,$657,-0.19%
AVGOUSDT,2026-05-26 01:00:00,418.44,-0.002241403977299772,54275.8524,12.0,-0.0129,-0.0164,-0.0076,0.0111,0.34,0,0,9.2,$54K,-0.22%
USARUSDT,2026-05-26 01:00:00,25.81,0.004671078240560345,11989.519299999998,12.0,-0.0177,-0.0216,0.0141,0.0181,0.5,0,0,9.2,$12K,0.47%
LITEUSDT,2026-05-26 01:00:00,960.43,0.0005000260430230163,201853.57309999998,12.0,-0.0422,-0.051,-0.04,0.0243,0.36,0,0,9.2,$202K,0.05%
TQQQUSDT,2026-05-26 01:00:00,80.26,-0.0018654396219374147,34951.624800000005,12.0,-0.0151,-0.0212,-0.0104,0.036,0.22,0,0,9.2,$35K,-0.19%
IONQUSDT,2026-05-26 01:00:00,63.59,-0.01548227279764669,23485.058800000003,12.0,-0.0212,-0.0257,-0.0187,0.0137,0.09,0,0,9.2,$23K,-1.55%
BNTUSDT,2026-05-26 01:00:00,0.3384,0.006244424620874156,6467.162399999999,11.0,-0.0072,-0.0088,0.0101,0.0126,0.2,1,0,8.5,$6K,0.62%
APTUSDT,2026-05-26 01:00:00,0.9548,-0.006348215214902697,67399.4236608,11.0,-0.0174,-0.0199,0.0162,0.0132,0.12,1,0,8.5,$67K,-0.63%
HYPEUSDT,2026-05-26 01:00:00,59.302,-0.012653591289001342,9261405.641159998,11.0,-0.0315,-0.0354,-0.0272,0.0807,0.19,0,0,8.5,$9.3M,-1.27%
TAOUSDT,2026-05-26 01:00:00,276.15,-0.014031705227077973,2493113.6810999997,11.0,-0.0123,-0.0208,0.0144,0.0448,0.33,1,0,8.5,$2.5M,-1.4%
PUMPUSDT,2026-05-26 01:00:00,0.001747,-0.006257110352673512,242726.943124,11.0,-0.0282,-0.0327,0.0128,0.0216,0.31,1,0,8.5,$243K,-0.63%
JDUSDT,2026-05-26 01:00:00,30.35,-0.01620745542949753,17208.146500000003,10.0,-0.011,-0.0127,-0.0098,-0.0062,0.14,1,0,7.7,$17K,-1.62%
LABUSDT,2026-05-26 01:00:00,4.31674,0.008888192936656214,160461.85928,10.0,-0.003,0.0081,0.0049,-0.1041,0.34,0,1,7.7,$160K,0.89%
CLOUSDT,2026-05-26 01:00:00,0.0703,-0.0014204545454545858,15356.1914,10.0,-0.0007,-0.0071,0.0668,0.0218,0.25,1,1,7.7,$15K,-0.14%
PNUTUSDT,2026-05-26 01:00:00,0.05592,-0.006749555950266495,51988.48848,10.0,-0.0189,-0.02,0.0569,0.0029,0.53,1,1,7.7,$52K,-0.67%
CFGUSDT,2026-05-26 01:00:00,0.28374,-0.02009946125155404,51096.46668,10.0,-0.0329,-0.0353,-0.0397,0.0192,0.21,0,0,7.7,$51K,-2.01%
SPYUSDT,2026-05-26 01:00:00,749.82,-0.0002533299556005675,273721.791,10.0,-0.0018,-0.0028,-0.0003,0.0079,0.47,0,0,7.7,$274K,-0.03%
ELSAUSDT,2026-05-26 01:00:00,0.06723,-0.00884564352056616,5327.7085799999995,10.0,-0.0236,-0.0245,0.0072,0.0191,0.42,1,0,7.7,$5K,-0.88%
NOTUSDT,2026-05-26 01:00:00,0.0004784,0.0016750418760467234,12149.140223999999,10.0,-0.0314,-0.0308,0.0579,0.0346,0.69,1,1,7.7,$12K,0.17%
BANUSDT,2026-05-26 01:00:00,0.09306,0.023537175538935307,23918.46732,9.0,0.0149,0.0167,-0.0221,0.1698,0.14,0,0,6.9,$24K,2.35%
SNXUSDT,2026-05-26 01:00:00,0.316,0.0019023462270133518,9379.4488,9.0,-0.0147,-0.0189,0.0554,0.0395,0.33,1,1,6.9,$9K,0.19%
PARTIUSDT,2026-05-26 01:00:00,0.05239,-0.008703878902554418,8374.007121999999,9.0,-0.0027,-0.0305,0.091,0.0031,0.45,1,1,6.9,$8K,-0.87%
CYSUSDT,2026-05-26 01:00:00,0.44626,0.048198430967256956,97303.42292,9.0,0.034,0.0452,-0.0434,-0.037,0.65,0,0,6.9,$97K,4.82%
SAGAUSDT,2026-05-26 01:00:00,0.02238,-0.007098491570541321,39308.462514,8.0,-0.0448,-0.0485,0.1465,0.1252,1.48,0,0,6.2,$39K,-0.71%
FILUSDT,2026-05-26 01:00:00,0.9732,-0.006837432391060383,378050.53715999995,8.0,-0.0168,-0.021,0.023,0.0065,0.32,1,0,6.2,$378K,-0.68%
FOLKSUSDT,2026-05-26 01:00:00,1.3895,0.06581268696786058,266699.2405,8.0,0.0324,0.0343,0.0379,-0.0541,0.37,0,0,6.2,$267K,6.58%
POPCATUSDT,2026-05-26 01:00:00,0.0552,-0.007551240560949357,48733.9272,8.0,-0.0237,-0.0253,0.0201,0.0268,0.35,1,0,6.2,$49K,-0.76%
AIXBTUSDT,2026-05-26 01:00:00,0.02925,0.0020554984583762703,13043.01375,8.0,-0.0212,-0.0211,0.0296,0.0045,0.41,1,1,6.2,$13K,0.21%
OPUSDT,2026-05-26 01:00:00,0.1283,-0.003108003108003188,67107.07123,8.0,-0.0146,-0.0191,0.028,0.0071,0.14,1,0,6.2,$67K,-0.31%
CAKEUSDT,2026-05-26 01:00:00,1.4331,0.0,5875.42338,8.0,-0.0111,-0.0134,0.0292,0.0064,0.42,1,0,6.2,$6K,0.0%
TSLAUSDT,2026-05-26 01:00:00,428.98,-0.0008384962966412335,175590.0936,8.0,-0.0096,-0.0131,-0.0053,0.0133,0.16,0,0,6.2,$176K,-0.08%
GOOGLUSDT,2026-05-26 01:00:00,385.92,-0.0004144218814752243,105417.90720000002,6.0,-0.0045,-0.0068,-0.0007,0.0099,0.22,0,0,4.6,$105K,-0.04%
NVDAUSDT,2026-05-26 01:00:00,217.34,-0.00169950852050893,425316.9928,6.0,-0.0135,-0.0163,-0.009,0.0138,0.19,0,0,4.6,$425K,-0.17%
NFLXUSDT,2026-05-26 01:00:00,88.5,-0.0015794223826715026,3736.47,6.0,-0.0035,-0.0034,-0.0032,0.0031,0.14,0,0,4.6,$4K,-0.16%
CBRSUSDT,2026-05-26 01:00:00,257.46,-0.0064446416856405175,224005.64759999997,6.0,-0.0255,-0.0319,-0.0162,0.0213,0.08,0,0,4.6,$224K,-0.64%
CATIUSDT,2026-05-26 01:00:00,0.05559,0.003791982665222182,17631.36912,6.0,-0.0236,-0.0093,-0.0091,0.1036,0.29,0,0,4.6,$18K,0.38%
BLESSUSDT,2026-05-26 01:00:00,0.005217,-0.003818980332251254,15996.532344000001,6.0,-0.0294,-0.0457,0.014,0.0046,0.38,1,0,4.6,$16K,-0.38%
