asset,symbol,interval,entry_dt,entry_close,score,+5d,+10d,+20d,+40d
us,CDNS,1d,2022-11-30,172.039993,60.0,-6.66,-3.82,-5.88,5.06
us,CDNS,1d,2023-02-14,199.089996,80.0,-2.56,-3.85,1.93,9.0
us,CDNS,1d,2023-05-18,216.839996,60.0,3.53,5.93,8.76,12.57
us,CDNS,1d,2023-05-25,224.490005,85.0,2.32,2.14,-0.66,6.15
us,CDNS,1d,2024-10-29,284.450012,85.0,2.38,4.68,9.02,8.52
us,CDNS,1d,2025-04-09,264.649994,75.0,-2.04,6.47,16.37,12.2
us,CDNS,1d,2025-04-29,302.220001,60.0,1.18,5.44,-4.5,0.49
us,CDNS,1d,2025-07-29,366.26001,80.0,-1.57,-3.45,-6.07,-2.54
us,CDNS,1d,2025-09-11,354.700012,60.0,2.87,-1.03,-1.7,-8.53
us,CEG,1d,2022-06-15,58.200001,60.0,0.77,-1.62,-4.36,40.03
us,CEG,1d,2022-07-28,64.589996,85.0,4.44,22.05,28.1,29.82
us,CEG,1d,2022-08-05,74.300003,75.0,9.69,8.8,9.11,16.54
us,CEG,1d,2022-11-10,95.139999,80.0,-5.35,2.12,-5.7,-12.68
us,CEG,1d,2023-08-03,101.139999,70.0,4.53,3.64,2.99,7.85
us,CEG,1d,2023-11-06,124.730003,60.0,-2.41,-1.96,-5.15,-7.51
us,CEG,1d,2024-02-27,155.759995,85.0,13.49,8.1,19.04,19.52
us,CEG,1d,2024-04-05,193.080002,60.0,-0.73,-6.31,0.92,7.86
us,CEG,1d,2024-06-10,214.630005,70.0,-1.22,3.61,2.29,-16.29
us,CEG,1d,2024-07-31,189.800003,75.0,-5.34,-1.92,2.09,35.28
us,CEG,1d,2024-09-20,254.979996,95.0,0.79,11.98,5.95,-12.04
us,CEG,1d,2025-01-02,242.600006,70.0,25.8,30.4,26.26,-4.51
us,CEG,1d,2025-01-10,305.190002,95.0,3.66,-9.89,5.45,-31.66
us,CEG,1d,2025-04-07,179.789993,60.0,14.97,11.73,52.3,66.61
us,CEG,1d,2025-04-09,215.449997,75.0,-5.23,1.22,25.59,38.69
us,CEG,1d,2025-05-06,273.820007,85.0,6.46,6.79,9.39,13.9
us,CEG,1d,2026-01-09,342.519989,60.0,-10.16,-16.71,-20.54,-7.42
us,CG,1d,2021-02-04,36.099998,70.0,3.02,1.11,-4.29,3.93
us,CG,1d,2022-05-03,38.610001,70.0,-5.57,-0.49,-0.36,-18.0
us,CG,1d,2022-11-10,29.379999,60.0,-2.65,0.0,0.58,10.82
us,CG,1d,2023-11-28,34.43,60.0,2.82,7.17,21.09,17.92
us,CG,1d,2024-02-07,44.240002,90.0,-0.47,1.7,7.64,6.58
us,CG,1d,2024-07-16,46.509998,60.0,-0.06,4.32,-13.24,-18.83
us,CG,1d,2024-10-17,51.34,70.0,-2.4,-2.55,-0.49,2.53
us,CG,1d,2024-11-06,54.23,70.0,-5.33,-5.53,-2.71,-2.82
us,CG,1d,2025-04-09,39.560001,85.0,-10.89,-1.95,4.3,16.99
us,CHRW,1d,2020-05-18,77.839996,70.0,0.53,5.58,0.32,9.08
us,CHRW,1d,2020-07-29,95.279999,80.0,0.24,0.42,2.1,6.84
us,CHRW,1d,2020-09-15,104.059998,60.0,-1.44,-0.35,0.53,-9.77
us,CHRW,1d,2022-03-01,104.82,70.0,-3.11,-5.99,5.53,-1.9
us,CHRW,1d,2022-04-28,110.339996,70.0,-3.6,-2.38,-2.47,-4.71
us,CHRW,1d,2022-06-14,106.349998,70.0,-6.06,-4.61,-10.14,10.42
us,CHRW,1d,2022-07-28,108.07,60.0,-0.51,8.66,10.62,-9.61
us,CHRW,1d,2023-01-31,100.169998,70.0,5.04,4.79,-0.79,-3.73
us,CHRW,1d,2023-04-27,99.68,80.0,3.07,-0.38,-0.26,-7.14
us,CHRW,1d,2024-05-02,80.93,85.0,0.41,2.74,6.72,7.27
us,CHRW,1d,2024-08-01,102.209999,75.0,-3.56,-4.28,0.78,6.0
us,CHRW,1d,2024-12-12,114.059998,60.0,-7.94,-8.92,-9.84,-14.47
us,CHRW,1d,2025-04-09,91.940002,60.0,-2.26,0.1,-2.57,4.2
us,CHRW,1d,2025-05-12,95.949997,70.0,4.3,1.41,0.23,5.1
us,CHRW,1d,2025-07-31,115.32,85.0,2.17,5.38,12.11,14.3
us,CHRW,1d,2025-10-30,154.880005,85.0,-4.29,-2.08,2.58,5.85
us,CHRW,1d,2026-01-29,193.720001,60.0,1.92,-13.39,-4.37,-16.6
us,CHRW,1d,2026-04-16,181.610001,80.0,1.17,0.11,,
us,CHTR,1d,2020-10-30,603.820007,60.0,6.74,7.18,7.98,10.13
us,CHTR,1d,2020-11-04,634.469971,70.0,0.39,1.26,5.67,1.98
us,CHTR,1d,2021-12-02,670.400024,60.0,-8.72,-5.79,-2.75,-11.49
us,CHTR,1d,2022-01-28,590.469971,60.0,3.12,2.42,1.92,-4.27
us,CHTR,1d,2022-06-17,441.959991,70.0,5.07,8.88,9.27,9.25
us,CHTR,1d,2023-04-28,368.700012,80.0,-4.84,-8.3,-10.43,-4.03
us,CHTR,1d,2023-06-27,353.839996,70.0,3.9,8.16,11.51,17.36
us,CHTR,1d,2023-10-30,389.799988,60.0,6.64,4.26,2.95,0.45
us,CHTR,1d,2024-07-26,367.619995,75.0,1.51,-0.87,-5.14,-9.79
us,CHTR,1d,2024-11-01,366.48999,85.0,7.43,6.3,7.62,-6.47
us,CHTR,1d,2024-11-06,408.019989,60.0,-0.44,-4.63,-0.95,-14.33
us,CHTR,1d,2025-04-09,346.980011,80.0,-4.17,-3.36,16.55,14.26
us,CHTR,1d,2025-04-25,373.649994,75.0,3.04,7.52,8.75,7.99
us,CHTR,1d,2026-01-30,206.119995,80.0,12.14,16.0,12.94,7.19
us,CHTR,1d,2026-02-04,224.179993,60.0,7.53,3.28,2.57,-1.96
us,CINF,1d,2020-11-09,85.730003,75.0,-6.87,-9.45,-5.21,2.27
us,CINF,1d,2022-02-16,128.139999,60.0,-6.81,-2.95,3.22,7.84
us,CINF,1d,2023-01-30,111.519997,70.0,3.37,13.98,8.23,-3.13
us,CINF,1d,2023-02-07,127.620003,85.0,-1.44,-2.28,-8.32,-12.8
us,CINF,1d,2023-07-28,109.650002,60.0,-0.59,-1.91,-4.95,-2.75
us,CINF,1d,2024-03-06,117.790001,60.0,0.95,0.69,2.11,-1.38
us,CMCSA,1d,2020-11-09,44.21743,60.0,5.0,5.57,8.97,7.38
us,CMCSA,1d,2020-11-24,49.053421,60.0,-2.46,-2.06,-4.39,-6.44
us,CMCSA,1d,2023-04-27,37.741329,75.0,-0.12,0.25,-2.93,0.72
us,CMCSA,1d,2024-11-06,42.305531,60.0,-2.72,-4.76,-5.21,-16.95
us,CMCSA,1d,2025-04-09,32.970947,70.0,-4.63,-5.66,-2.73,-1.36
us,CMCSA,1d,2025-12-16,27.863169,70.0,-1.18,0.54,1.75,13.3
us,CMCSA,1d,2026-04-23,31.639999,70.0,-14.54,-17.07,,
us,CME,1d,2020-11-09,162.410004,70.0,3.92,3.92,12.91,22.41
us,CME,1d,2021-01-06,193.380005,80.0,2.36,-3.71,0.08,10.62
us,CME,1d,2025-03-10,262.279999,60.0,0.5,0.25,-3.78,7.89
us,COIN,1d,2021-05-25,242.410004,60.0,-0.8,-7.46,-6.77,-6.74
us,COIN,1d,2021-06-28,246.690002,60.0,-4.57,-1.37,-4.71,5.1
us,COIN,1d,2021-08-09,280.470001,80.0,-8.43,-8.72,-4.87,-14.4
us,COIN,1d,2021-08-11,278.399994,60.0,-12.22,-7.77,-7.9,-9.63
us,COIN,1d,2021-10-14,260.0,60.0,15.39,22.74,29.38,-1.63
us,COIN,1d,2022-02-28,190.770004,70.0,-15.53,-19.7,5.58,-33.35
us,COIN,1d,2022-03-28,201.410004,60.0,-4.85,-23.6,-36.87,-69.53
us,COIN,1d,2022-05-12,58.5,80.0,15.25,19.44,0.36,-7.28
us,COIN,1d,2022-07-18,58.669998,60.0,14.32,6.87,56.76,28.26
us,COIN,1d,2022-08-03,80.809998,75.0,16.5,5.73,-17.34,-23.35
us,COIN,1d,2022-09-09,80.870003,65.0,-8.5,-23.48,-17.15,-27.27
us,COIN,1d,2022-11-10,50.919998,65.0,-4.18,-13.04,-20.97,-15.1
us,COIN,1d,2023-01-04,37.700001,65.0,16.15,31.09,116.07,71.11
us,COIN,1d,2023-01-09,38.27,65.0,41.47,39.95,86.62,64.65
us,COIN,1d,2023-01-12,47.549999,60.0,16.0,29.06,20.06,24.44
us,COIN,1d,2023-01-27,61.369999,60.0,21.61,-6.97,-3.93,1.91
us,COIN,1d,2023-02-01,65.699997,60.0,5.69,5.54,-3.04,-2.34
us,COIN,1d,2023-02-15,69.339996,60.0,-10.07,-8.13,-2.25,0.82
us,COIN,1d,2023-03-21,83.989998,60.0,-24.94,-25.54,-23.28,-27.32
us,COIN,1d,2023-05-05,58.240002,75.0,-1.55,-2.51,0.81,34.53
us,COIN,1d,2023-06-23,61.470001,60.0,16.4,32.11,60.81,22.47
us,COIN,1d,2023-06-27,69.889999,60.0,12.1,22.98,42.72,11.29
us,COIN,1d,2023-07-03,79.93,60.0,11.54,30.85,17.79,5.97
us,COIN,1d,2023-07-11,89.150002,80.0,17.32,9.57,-1.25,-12.46
us,COIN,1d,2023-07-13,107.0,95.0,-5.36,-13.37,-22.07,-23.28
us,COIN,1d,2023-08-29,84.699997,85.0,-7.86,-5.71,-15.56,-8.16
us,COIN,1d,2023-10-24,82.07,60.0,-6.03,8.53,28.54,97.22
us,COIN,1d,2023-11-09,92.860001,60.0,4.37,24.42,57.89,63.68
us,COIN,1d,2023-11-28,128.270004,70.0,9.3,8.85,44.41,-2.39
us,COIN,1d,2024-02-14,160.380005,75.0,6.57,26.92,45.7,53.23
us,COIN,1d,2024-02-16,180.309998,70.0,7.56,27.09,32.89,21.36
us,COIN,1d,2024-02-26,193.940002,75.0,18.16,31.06,44.23,21.91
us,COIN,1d,2024-03-20,256.880005,60.0,-0.07,-2.83,-15.1,-22.47
us,COIN,1d,2024-07-15,242.850006,75.0,9.18,-3.56,-21.05,-34.75
us,COIN,1d,2024-07-19,257.790009,75.0,-5.76,-20.7,-20.36,-37.35
us,COIN,1d,2024-09-26,179.929993,70.0,-9.35,-8.7,16.25,64.08
us,COIN,1d,2024-10-14,196.350006,85.0,8.85,10.06,65.13,54.02
us,COIN,1d,2024-11-06,254.309998,85.0,11.96,25.83,26.05,13.15
us,COIN,1d,2024-11-11,324.23999,85.0,0.36,-3.71,-6.73,-20.19
us,COIN,1d,2025-02-13,298.109985,80.0,-21.04,-27.67,-38.57,-41.13
us,COIN,1d,2025-04-09,177.089996,75.0,-2.76,15.12,16.61,41.89
us,COIN,1d,2025-05-08,206.5,60.0,18.37,31.69,21.68,71.83
us,COIN,1d,2025-05-13,256.899994,95.0,1.74,-1.02,-2.42,50.67
us,COIN,1d,2025-05-16,266.459991,95.0,-1.24,-7.41,-1.84,49.44
us,COIN,1d,2025-06-18,295.290009,95.0,27.02,20.49,42.16,7.54
us,COIN,1d,2025-06-24,344.820007,85.0,-2.75,8.42,15.37,-11.72
us,COIN,1d,2025-06-26,375.070007,60.0,-5.14,3.2,4.42,-14.72
us,COIN,1d,2025-09-18,343.130005,80.0,-10.62,8.43,-3.75,-17.48
us,COIN,1d,2025-10-02,372.070007,70.0,4.01,-11.24,-11.71,-26.68
us,COIN,1d,2026-01-05,254.919998,70.0,-4.68,-10.67,-29.52,-18.04
us,COIN,1d,2026-02-06,165.119995,75.0,-0.48,-2.96,21.0,6.09
us,COIN,1d,2026-02-13,164.320007,75.0,-2.48,12.73,23.73,12.23
us,COIN,1d,2026-02-25,183.940002,75.0,13.59,7.99,-1.54,7.61
us,COIN,1d,2026-03-04,208.929993,75.0,-4.93,-3.18,-17.2,-10.13
us,COST,1d,2021-12-10,558.820007,70.0,-2.01,0.83,-7.16,-6.74
us,COST,1d,2022-04-07,608.049988,60.0,-2.9,-5.98,-17.22,-22.3
us,COST,1d,2022-05-26,464.98999,60.0,2.42,-0.36,3.6,10.09
us,COST,1d,2023-01-06,482.869995,80.0,0.49,2.02,6.78,0.47
us,COST,1d,2023-05-26,507.26001,60.0,2.17,2.7,4.55,11.61
us,COST,1d,2023-12-15,658.820007,70.0,1.94,-1.24,3.85,9.62
us,COST,1d,2025-04-09,965.190002,60.0,0.27,1.07,4.41,5.15
us,COST,1d,2025-05-30,1040.180054,60.0,-2.43,-4.8,-4.83,-10.15
us,CPRT,1d,2021-09-15,37.235001,60.0,-3.08,-5.05,-6.12,2.03
us,CPRT,1d,2022-03-09,28.975,60.0,8.1,7.74,7.65,-2.42
us,CPRT,1d,2022-11-10,30.23,70.0,6.09,7.66,5.51,1.92
us,CPRT,1d,2023-05-18,44.185001,80.0,-0.7,-0.38,-1.23,5.82
us,CPRT,1d,2024-02-23,51.380001,70.0,4.28,6.97,11.74,3.74
us,CPRT,1d,2024-11-22,62.700001,85.0,-1.08,-1.48,-6.92,-7.97
us,CPRT,1d,2025-04-09,58.52,70.0,1.57,5.9,5.57,-14.34
us,CRDO,1d,2022-06-02,12.94,95.0,-2.09,-8.81,-12.75,14.68
us,CRDO,1d,2022-06-17,12.52,70.0,-5.43,-8.31,-5.27,18.93
us,CRDO,1d,2022-07-26,12.6,70.0,21.03,24.21,15.08,-6.03
us,CRDO,1d,2022-08-03,16.0,60.0,1.0,-4.37,-13.81,-26.94
us,CRDO,1d,2022-10-25,12.94,60.0,7.5,7.34,11.9,3.01
us,CRDO,1d,2023-01-13,14.74,60.0,6.31,14.79,30.94,-41.93
us,CRDO,1d,2023-01-24,17.08,80.0,1.46,9.66,-41.98,-53.16
us,CRDO,1d,2023-04-26,8.28,60.0,-9.66,-4.83,32.0,110.63
us,CRDO,1d,2023-05-17,9.86,75.0,10.85,67.75,79.72,70.28
us,CRDO,1d,2023-05-22,10.77,60.0,27.02,46.33,65.65,46.33
us,CRDO,1d,2023-05-25,11.98,70.0,37.4,37.56,43.07,40.23
us,CRDO,1d,2023-06-01,16.540001,95.0,-2.9,7.13,4.84,2.6
us,CRDO,1d,2023-12-01,19.07,60.0,-4.51,1.73,-3.62,7.55
us,CRDO,1d,2024-01-19,20.780001,70.0,0.29,5.15,7.31,-4.48
us,CRDO,1d,2024-02-09,22.549999,60.0,-1.11,-1.06,-9.27,-5.37
us,CRDO,1d,2024-04-11,23.02,70.0,-21.85,-21.07,-24.67,17.94
us,CRDO,1d,2024-05-30,25.690001,95.0,0.58,12.65,24.33,6.58
us,CRDO,1d,2024-07-15,33.09,70.0,-10.79,-17.26,-16.59,-24.75
us,CRDO,1d,2024-08-21,36.080002,85.0,-5.49,-26.14,-19.68,4.24
us,CRDO,1d,2024-11-01,40.43,70.0,18.72,-1.66,18.23,66.24
us,CRDO,1d,2024-12-03,70.690002,95.0,-6.27,-1.22,0.34,1.58
us,CRDO,1d,2024-12-13,75.949997,60.0,-9.8,-8.36,-0.62,-7.2
us,CRDO,1d,2025-01-31,70.019997,60.0,10.37,0.97,-27.99,-42.64
us,CRDO,1d,2025-03-04,54.32,80.0,-20.18,-18.87,-23.2,-20.75
us,CRDO,1d,2025-04-09,43.27,60.0,-12.83,-2.03,18.77,68.62
us,CRDO,1d,2025-05-08,51.389999,60.0,15.94,18.27,41.97,81.67
us,CRDO,1d,2025-05-12,55.23,60.0,12.19,15.25,24.08,76.15
us,CRDO,1d,2025-06-03,71.919998,85.0,-4.71,10.83,24.26,55.1
us,CRDO,1d,2025-06-18,85.589996,70.0,11.05,9.37,9.21,36.39
us,CRDO,1d,2025-09-04,134.0,70.0,18.9,28.59,11.66,24.34
us,CRDO,1d,2025-09-10,163.960007,60.0,0.29,-8.89,-9.2,5.61
us,CRDO,1d,2025-10-23,150.970001,60.0,10.37,7.8,-10.76,-0.56
us,CRDO,1d,2025-10-31,187.619995,60.0,-12.8,-22.44,-8.79,-22.76
us,CRDO,1d,2025-11-24,150.850006,85.0,24.92,12.89,-2.02,-11.73
us,CRDO,1d,2025-12-02,188.440002,75.0,-9.63,-25.53,-23.64,-33.52
us,CRDO,1d,2026-01-07,141.0,60.0,11.23,-4.18,-30.45,-22.11
us,CRDO,1d,2026-02-06,111.400002,60.0,9.01,11.36,4.11,-4.14
us,CRDO,1d,2026-03-05,114.739998,60.0,-2.76,-6.67,-11.58,60.69
us,CRDO,1d,2026-04-10,119.589996,60.0,34.37,63.09,57.63,
us,CRDO,1d,2026-05-11,210.220001,60.0,,,,
us,CRWD,1d,2020-05-29,87.809998,95.0,6.97,6.05,12.5,17.98
us,CRWD,1d,2020-06-03,98.099998,70.0,-0.9,0.6,4.94,14.08
us,CRWD,1d,2020-08-31,125.730003,70.0,-0.08,4.55,8.45,6.16
us,CRWD,1d,2020-12-03,161.190002,85.0,11.66,14.93,24.38,36.26
us,CRWD,1d,2020-12-10,179.990005,70.0,2.92,22.85,29.03,24.3
us,CRWD,1d,2020-12-18,203.75,80.0,4.32,3.68,11.08,17.42
us,CRWD,1d,2021-03-17,208.029999,60.0,-12.7,-12.27,2.44,-11.67
us,CRWD,1d,2021-06-10,228.600006,70.0,5.56,10.98,15.68,14.06
us,CRWD,1d,2021-06-22,256.609985,80.0,0.2,4.25,-1.19,-8.9
us,CRWD,1d,2021-08-24,265.630005,80.0,5.79,-0.15,-2.17,6.66
us,CRWD,1d,2021-10-13,270.440002,70.0,4.77,3.17,4.11,-25.58
us,CRWD,1d,2022-02-24,182.880005,85.0,4.45,4.45,22.16,12.43
us,CRWD,1d,2022-02-28,195.210007,80.0,-14.25,-6.19,13.79,3.17
us,CRWD,1d,2022-03-09,169.789993,70.0,11.7,29.27,24.4,6.59
us,CRWD,1d,2022-04-13,239.860001,70.0,-12.51,-13.67,-41.71,-29.41
us,CRWD,1d,2022-05-13,156.289993,60.0,-4.83,6.74,-1.13,11.95
us,CRWD,1d,2022-11-10,135.759995,65.0,2.56,3.16,-15.23,-29.53
us,CRWD,1d,2022-12-01,124.07,70.0,-7.92,-7.32,-15.14,-14.64
us,CRWD,1d,2023-03-08,128.919998,60.0,0.31,3.37,-0.87,-8.56
us,CRWD,1d,2023-05-08,132.410004,70.0,2.37,11.33,15.58,8.46
us,CRWD,1d,2023-08-31,163.029999,90.0,3.1,1.48,2.67,6.01
us,CRWD,1d,2023-10-06,176.690002,70.0,5.11,1.17,6.54,34.35
us,CRWD,1d,2023-11-29,234.440002,95.0,2.12,7.51,9.25,28.25
us,CRWD,1d,2024-01-09,273.769989,60.0,0.91,9.68,16.08,20.42
us,CRWD,1d,2024-03-06,329.570007,85.0,0.79,-0.82,-6.18,-7.9
us,CRWD,1d,2024-06-05,342.179993,85.0,13.21,11.68,13.88,-36.32
us,CRWD,1d,2024-06-10,374.570007,80.0,4.23,3.25,-0.03,-38.42
us,CRWD,1d,2024-09-20,299.850006,90.0,-4.67,-2.54,3.44,12.31
us,CRWD,1d,2024-10-10,314.920013,60.0,-1.45,-3.32,5.04,16.11
us,CRWD,1d,2025-01-28,408.679993,80.0,-0.28,5.62,-3.46,-9.12
us,CRWD,1d,2025-03-11,329.75,60.0,10.13,16.74,-1.43,28.13
us,CRWD,1d,2025-04-09,378.01001,75.0,0.48,9.53,13.39,23.91
us,CRWD,1d,2025-08-28,442.0,60.0,-5.51,-1.33,8.92,19.3
us,CRWD,1d,2025-09-18,502.630005,85.0,-5.88,-1.16,-4.06,5.4
us,CRWD,1d,2026-05-07,505.720001,70.0,,,,
us,CRWV,1d,2025-05-16,80.300003,85.0,27.95,49.69,97.38,78.13
us,CRWV,1d,2025-05-21,107.389999,85.0,-1.71,25.76,70.95,16.31
us,CRWV,1d,2025-05-27,123.970001,65.0,21.38,24.95,28.66,-3.2
us,CRWV,1d,2025-06-03,150.479996,65.0,2.94,14.25,0.86,-24.16
us,CRWV,1d,2025-07-31,114.129997,75.0,6.09,-12.81,-9.94,5.44
us,CRWV,1d,2025-08-11,139.779999,60.0,-30.75,-33.91,-28.3,-7.83
us,CRWV,1d,2025-09-10,117.139999,75.0,3.18,13.88,19.5,-2.32
us,CRWV,1d,2025-09-30,136.850006,75.0,-5.86,-2.04,-1.5,-47.91
us,CRWV,1d,2025-12-19,83.0,85.0,-9.73,-6.1,13.31,17.04
us,CRWV,1d,2026-01-12,89.93,75.0,5.88,21.05,5.76,-8.86
us,CRWV,1d,2026-01-27,108.860001,65.0,-17.27,-12.63,-9.97,-19.55
us,CRWV,1d,2026-02-06,89.949997,60.0,6.77,0.99,-17.28,-5.24
us,CRWV,1d,2026-04-10,102.0,95.0,14.56,7.98,11.91,
us,CSCO,1d,2020-11-13,41.400002,60.0,-1.04,3.91,6.86,9.57
us,CSCO,1d,2021-08-19,57.27,60.0,3.37,3.95,-0.73,-3.53
us,CSCO,1d,2022-08-18,49.369999,60.0,-4.25,-8.26,-12.29,-18.57
us,CSCO,1d,2023-02-16,50.990002,60.0,-4.92,-3.35,-1.57,-1.39
us,CSCO,1d,2024-08-15,48.529999,60.0,3.48,3.83,2.62,11.79
us,CSCO,1d,2025-04-09,58.130001,70.0,-4.08,-3.17,2.72,13.64
us,CSCO,1d,2025-11-12,73.959999,60.0,5.99,2.85,7.18,0.07
us,CSX,1d,2021-04-21,34.23,60.0,-1.16,-1.45,-4.22,-6.27
us,CSX,1d,2022-03-04,37.43,60.0,-7.32,-2.99,-5.13,-8.39
us,CSX,1d,2024-11-06,36.880001,70.0,-1.08,-6.26,-6.13,-13.23
us,CSX,1d,2025-04-09,28.66,70.0,-4.57,-1.81,1.05,12.46
us,CSX,1d,2025-09-29,35.830002,70.0,1.17,-0.73,0.47,-4.02
us,CSX,1d,2026-04-23,46.18,60.0,-1.62,-3.72,,
us,CTAS,1d,2020-05-14,57.177502,85.0,6.06,8.42,16.39,16.46
us,CTAS,1d,2020-07-23,75.752502,60.0,-0.4,0.01,5.62,5.04
us,CTAS,1d,2020-11-09,90.864998,60.0,1.43,-1.43,-1.02,-2.31
us,CTAS,1d,2021-12-02,108.042503,60.0,3.92,5.24,2.55,-9.4
us,CTAS,1d,2023-03-29,116.287498,60.0,-2.88,-1.15,-3.08,-0.2
us,CTAS,1d,2024-03-27,171.410004,70.0,-3.08,-2.12,-2.97,1.52
us,CTAS,1d,2025-04-09,203.990005,70.0,0.36,2.82,5.38,11.6
us,CTAS,1d,2025-07-17,221.919998,60.0,0.43,0.28,-0.25,-8.81
us,CTSH,1d,2020-07-30,69.18,60.0,-2.31,-3.3,-2.56,-1.59
us,CTSH,1d,2021-07-29,73.919998,60.0,-0.7,3.52,4.14,5.01
us,CTSH,1d,2023-01-12,65.099998,60.0,-3.63,0.94,2.49,-10.94
us,CTSH,1d,2023-05-04,62.860001,60.0,-1.56,1.21,1.43,4.3
us,CTSH,1d,2023-08-03,70.470001,70.0,0.87,-1.97,1.62,-3.87
us,CTSH,1d,2025-02-06,87.089996,60.0,2.86,-2.55,-4.43,-21.07
us,CTSH,1d,2025-04-09,72.889999,70.0,-3.95,-1.06,8.67,10.14
us,CTSH,1d,2025-10-29,71.690002,60.0,4.14,3.5,7.48,19.36
us,DASH,1d,2021-01-12,191.990005,65.0,-1.32,0.56,12.07,-24.49
us,DASH,1d,2021-03-09,141.479996,70.0,-5.53,-6.87,-9.88,-9.25
us,DASH,1d,2021-04-09,140.5,80.0,6.4,8.72,-11.11,1.42
us,DASH,1d,2021-05-14,141.070007,95.0,-2.48,6.53,12.59,25.11
us,DASH,1d,2021-08-13,194.789993,70.0,-5.5,-3.52,7.11,0.26
us,DASH,1d,2021-11-10,214.240005,90.0,7.1,-13.68,-23.05,-38.26
us,DASH,1d,2022-01-06,137.279999,80.0,-4.01,-14.81,-28.26,-41.83
us,DASH,1d,2022-01-11,143.639999,70.0,-8.27,-29.36,-24.72,-37.59
us,DASH,1d,2022-02-17,105.029999,90.0,-4.47,-14.44,2.15,-1.84
us,DASH,1d,2022-02-24,100.419998,60.0,1.25,-10.72,14.4,-11.37
us,DASH,1d,2022-03-18,107.290001,60.0,-1.86,12.69,-3.91,-38.68
us,DASH,1d,2022-05-12,65.589996,65.0,2.07,12.35,-5.2,8.45
us,DASH,1d,2022-08-10,80.599998,60.0,-15.41,-20.45,-26.39,-34.26
us,DASH,1d,2022-09-09,64.309998,60.0,-8.05,-19.13,-23.2,-19.81
us,DASH,1d,2022-11-03,47.610001,60.0,24.89,23.29,15.92,1.58
us,DASH,1d,2023-01-11,51.799999,60.0,5.5,9.94,19.4,2.76
us,DASH,1d,2023-02-15,68.18,75.0,-17.03,-18.92,-10.93,-9.47
us,DASH,1d,2023-05-08,66.769997,60.0,-0.85,-1.71,6.62,15.31
us,DASH,1d,2023-11-02,87.790001,85.0,-3.71,8.32,10.01,9.88
us,DASH,1d,2024-02-15,126.269997,70.0,-3.57,0.92,3.39,5.25
us,DASH,1d,2024-06-21,113.879997,60.0,-4.48,-4.25,-8.24,13.77
us,DASH,1d,2024-08-02,117.230003,70.0,5.61,10.07,9.79,21.75
us,DASH,1d,2024-11-06,169.639999,60.0,3.61,1.51,3.68,3.17
us,DASH,1d,2025-04-09,188.580002,60.0,-4.87,-0.72,-2.98,15.84
us,DASH,1d,2025-08-07,270.98999,70.0,-8.69,-9.52,-8.91,0.08
us,DASH,1d,2025-11-07,204.309998,60.0,1.3,-7.19,10.34,12.83
us,DASH,1d,2025-11-14,206.960007,70.0,-8.37,-0.67,9.67,2.98
us,DASH,1d,2026-02-18,173.380005,70.0,-0.18,2.52,-4.84,3.43
us,DASH,1d,2026-04-15,179.934998,75.0,1.3,-5.89,-17.15,
us,DDOG,1d,2020-05-29,71.269997,60.0,-0.86,9.51,18.56,23.24
us,DDOG,1d,2020-08-13,82.419998,70.0,4.08,1.36,-2.5,35.63
us,DDOG,1d,2020-09-30,102.160004,95.0,2.22,11.15,-5.02,-8.47
us,DDOG,1d,2020-10-09,111.790001,70.0,0.51,-8.69,-10.23,-11.3
us,DDOG,1d,2021-05-07,77.290001,70.0,6.75,15.09,17.25,40.61
us,DDOG,1d,2021-08-05,132.470001,90.0,-1.65,-0.04,3.49,9.22
us,DDOG,1d,2021-10-13,155.889999,80.0,1.9,0.77,21.11,12.52
us,DDOG,1d,2021-11-05,185.509995,85.0,4.05,3.82,-12.99,-14.96
us,DDOG,1d,2021-12-17,170.160004,70.0,7.82,-3.72,-22.5,-0.69
us,DDOG,1d,2022-01-24,136.070007,70.0,7.38,12.16,16.81,9.25
us,DDOG,1d,2022-02-10,174.600006,85.0,-5.03,-7.55,-27.25,-23.09
us,DDOG,1d,2022-03-09,142.830002,60.0,-7.41,2.53,-3.89,-21.68
us,DDOG,1d,2022-05-13,108.860001,60.0,-12.92,-9.91,-20.87,-10.58
us,DDOG,1d,2022-06-02,110.080002,85.0,-5.85,-25.52,-8.2,-6.02
us,DDOG,1d,2022-06-23,100.599998,60.0,-5.33,7.64,-6.77,5.1
us,DDOG,1d,2022-11-10,76.519997,65.0,3.24,-2.2,-2.56,-12.74
us,DDOG,1d,2023-01-26,76.0,60.0,14.43,9.74,0.88,-14.16
us,DDOG,1d,2023-02-01,82.699997,75.0,-0.05,7.28,-10.4,-17.88
us,DDOG,1d,2023-04-26,69.269997,75.0,-4.95,24.15,34.89,35.22
us,DDOG,1d,2023-05-04,75.400002,85.0,14.92,25.38,30.99,30.36
us,DDOG,1d,2023-05-10,86.0,70.0,6.14,8.65,11.65,17.97
us,DDOG,1d,2023-11-07,102.199997,90.0,6.67,9.52,11.85,13.49
us,DDOG,1d,2024-04-11,130.800003,60.0,-4.42,-4.24,-11.41,-16.31
us,DDOG,1d,2024-08-08,114.059998,60.0,1.99,1.37,-6.01,7.57
us,DDOG,1d,2024-11-22,154.830002,80.0,-1.26,4.11,-4.76,-8.94
