이격_측정시점_일전,과거_이격_이하_pct,현재_근접_이내_pct,보유기간_일,표본수_중복제거,표본수_원본,윈율,평균_숏수익_capped,평균_숏수익_raw,중위_숏수익,p25_숏수익,p75_숏수익,표준편차,최대손실,Sharpe_like
40,0.4,0.08,40,303,1442,0.7326732673267327,0.12043799095738891,0.11786945955283554,0.15757847533632285,-0.02025153398557522,0.3163414004717444,0.2834759333343206,-1.6952092511013213,0.41580058725417385
40,0.4,0.08,60,288,1382,0.6527777777777778,0.04298634464173719,0.026985416927913848,0.10653650967131878,-0.07435103387350583,0.23708087233134695,0.3956449342498111,-2.7907396271797955,0.06820614796719524
40,0.5,0.03,10,81,206,0.691358024691358,0.03525680969536439,0.03525680969536439,0.08711340206185558,-0.06126434827341165,0.15632076208323575,0.20038987818048146,-0.9109042553191491,0.17594107055452318
40,0.5,0.03,20,78,199,0.8333333333333334,0.11852552838929653,0.11852552838929653,0.17563790223279674,0.07273013898535124,0.2538304950254831,0.21258088212760257,-0.7831846444985131,0.5575549748549405
40,0.5,0.03,40,74,189,0.8378378378378378,0.19959754278847058,0.19959754278847058,0.26808818922305766,0.07752325231608415,0.35269594405363575,0.22732512014328615,-0.4931055772792756,0.8780267779586414
40,0.5,0.03,60,73,186,0.7534246575342466,0.099990387202355,0.099990387202355,0.12466261808367074,0.014149538278224627,0.2680189900733707,0.25718728806075525,-0.9136788352890048,0.3887843289468269
40,0.5,0.05,10,97,337,0.6701030927835051,0.03362514788164127,0.03362514788164127,0.06752855529057367,-0.04880433816339225,0.16138044371405103,0.18411214476078683,-0.8721117678667383,0.18263405667958374
40,0.5,0.05,20,92,322,0.782608695652174,0.09598801811966258,0.09598801811966258,0.1698046617889139,0.01602458737222931,0.24449565512037483,0.22528087812903308,-0.7043488472227657,0.4260815161803656
40,0.5,0.05,40,88,307,0.8068181818181818,0.19781090621267852,0.19781090621267852,0.26016430727809087,0.05165404323877598,0.36625201501332005,0.21981477749298572,-0.35096153846153855,0.8998981254524194
40,0.5,0.05,60,86,302,0.7674418604651163,0.10031075672188551,0.08325316078071861,0.10577967350670625,0.028515543168098095,0.27579482995663784,0.36467382343789495,-2.4669532509403544,0.2282948636012995
40,0.5,0.08,10,131,564,0.6946564885496184,0.03965960731455473,0.039475468861084655,0.07937231080739071,-0.03645804406183473,0.16613909103179492,0.19741769608026413,-1.02412213740458,0.19995912040749939
40,0.5,0.08,20,122,534,0.7704918032786885,0.09225638869377299,0.09225638869377299,0.15820379593858064,0.01315050197633888,0.24275734138966804,0.21628112334335772,-0.7043488472227657,0.4265577470083281
