eval_date,next_date,bucket,Symbol,Name,today_ret_pct,next_ret_pct
2026-05-18,2026-05-19,B,029460,케이씨,-3.6096256684491976,-6.934812760055478
2026-05-18,2026-05-19,B,057050,현대홈쇼핑,-1.8518518518518516,-1.650943396226415
2026-05-18,2026-05-19,B,007690,국도화학,-4.954367666232073,-2.194787379972565
2026-05-18,2026-05-19,B,298020,효성티앤씨,-4.090909090909091,-4.383886255924171
2026-05-18,2026-05-19,B,028100,동아지질,-2.215384615384615,0.18879798615481436
2026-05-18,2026-05-19,B,002240,고려제강,-2.914798206278027,-2.0785219399538106
2026-05-18,2026-05-19,B,001780,알루코,-2.6515151515151514,-0.9727626459143969
2026-05-18,2026-05-19,B,049800,우진플라임,-5.042016806722689,-1.7699115044247788
2026-05-18,2026-05-19,B,282330,BGF리테일,-3.1982942430703627,-1.6886930983847284
2026-05-18,2026-05-19,B,012800,대창,-3.6075949367088604,1.772816808929744
2026-05-18,2026-05-19,B,078935,GS우,-1.559792027729636,-0.7042253521126761
2026-05-18,2026-05-19,B,415640,KB발해인프라,-0.9081735620585267,0.40733197556008144
2026-05-18,2026-05-19,B,082640,동양생명,-1.9404915912031047,-0.13192612137203166
2026-05-18,2026-05-19,B,068270,셀트리온,-2.965708474802314,-0.38254495475890504
2026-05-18,2026-05-19,B,010960,삼호개발,-3.18118948824343,1.0
