K_weeks_back,X_dist_low_pct,Y_dist_now_pct,H_hold_weeks,count,win_rate,mean_short,mean_capped,median_short,p25,p75,std,max_loss,sharpe_like
12,0.3,0.03,4,298,0.4664429530201342,-0.10626747252025816,-0.092398706218216,-0.015030703644464016,-0.21635901201634916,0.13360009671179887,0.37123196434649075,-2.258306669948314,-0.28625625680517375
12,0.3,0.03,8,257,0.377431906614786,-0.2020169254927816,-0.15883041608498735,-0.08810368770251498,-0.3533374157991429,0.10007147962830598,0.511666247128909,-2.5469315531247485,-0.3948216764860895
12,0.3,0.03,12,248,0.6088709677419355,-0.00019923083966798215,0.01838421468600902,0.08550753018732088,-0.1558571374198336,0.2709527502831535,0.43949629675900637,-2.1157966719854113,-0.000453316310369797
12,0.3,0.05,2,592,0.6300675675675675,-0.025808696958654016,-0.02104333597128006,0.05060099474242352,-0.0799677899806901,0.12570417531407838,0.27111779010010484,-2.7937056576314356,-0.09519366821751044
12,0.3,0.05,4,486,0.5,-0.10083162920253219,-0.08196714324730658,0.00028985507246387376,-0.2031726291644213,0.13555012933402052,0.41262139018909283,-4.380389303256322,-0.2443684006694948
12,0.3,0.05,8,413,0.41404358353510895,-0.17449003168927876,-0.1362513362503056,-0.0608695652173914,-0.32407331753683577,0.10504201680672265,0.5090556277649555,-4.055848644715299,-0.34277203152706415
12,0.3,0.05,12,400,0.6375,0.019813861276757137,0.042292232647121786,0.09282390005911584,-0.12376506586315389,0.2910845979888865,0.45462221459371366,-3.1671820993269053,0.043583134833092944
12,0.4,0.03,2,185,0.6432432432432432,-0.029602789249381492,-0.02814617930457585,0.05153821757056776,-0.09330459910858613,0.13243590807267913,0.275681299417451,-1.187179316319051,-0.10738047633965699
12,0.4,0.03,4,150,0.47333333333333333,-0.10692013884026262,-0.09427630995210068,-0.013032499871265757,-0.2068462440082573,0.1404025176760249,0.37777492791399087,-2.135908691834943,-0.2830260320097406
12,0.4,0.03,8,127,0.36220472440944884,-0.16976020994039664,-0.13935813013332132,-0.07042718126340097,-0.31209020936935783,0.09361943911492054,0.4595889641797348,-2.5283218634197984,-0.3693739910473727
12,0.4,0.03,12,121,0.6033057851239669,0.048853438792949136,0.05189409609993302,0.07520803893860895,-0.14516129032258074,0.26752336448598124,0.32805331301547397,-1.36791953414505,0.1489192056738801
12,0.4,0.05,2,305,0.6360655737704918,-0.026363561919234724,-0.02548004441172966,0.05754102045403464,-0.09413067552602428,0.1339409856326278,0.2610879632373674,-1.187179316319051,-0.10097578453000672
12,0.4,0.05,4,246,0.5,-0.0966569397106704,-0.08821533223737155,6.907202860167994e-05,-0.20020562770562766,0.13533373067638282,0.36235040049060646,-2.135908691834943,-0.2667499182553715
12,0.4,0.05,8,205,0.3951219512195122,-0.13905770547761206,-0.12022324628005808,-0.0608695652173914,-0.3091598569302667,0.10057471264367812,0.4150257823080551,-2.5283218634197984,-0.3350579925523657
12,0.4,0.05,12,198,0.6515151515151515,0.07137997915484898,0.07323815862022802,0.08742312509738254,-0.08429413283844944,0.2784527119594037,0.3148045805076782,-1.36791953414505,0.22674377558209638
12,0.5,0.03,2,77,0.5714285714285714,-0.06706909845024117,-0.06463819823830544,0.042739596282483694,-0.21900937081659966,0.14727954971857415,0.3123944238170455,-1.187179316319051,-0.21469364795551005
