643 USDT-M perpetual symbols on Bitget (granularity=1h)
[ 181/643] DFENUSDT             rows=   402  ( 0.1s)
[ 182/643] DIAUSDT              rows= 14970  ( 0.1s)
[ 183/643] DKNGUSDT             rows=    64  ( 0.1s)
[ 184/643] DOGEUSDT             rows= 44496  ( 0.1s)
[ 185/643] DOGSUSDT             rows= 15858  ( 0.1s)
[ 186/643] DOLOUSDT             rows= 10073  ( 0.1s)
[ 187/643] DOODUSDT             rows=  9714  ( 0.1s)
[ 188/643] DOOSBOTUSDT          rows=   315  ( 0.1s)
[ 189/643] DOOSENERUSDT         rows=   315  ( 0.1s)
[ 190/643] DOTUSDT              rows= 50804  ( 0.1s)
[ 191/643] DRAMUSDT             rows=   911  ( 0.1s)
[ 192/643] DRIFTUSDT            rows= 14079  ( 0.1s)
[ 193/643] DXYZUSDT             rows=   235  ( 0.1s)
[ 195/643] DYMUSDT              rows= 20188  ( 0.1s)
[ 194/643] DYDXUSDT             rows= 39479  ( 1.2s)
[ 196/643] EDGEUSDT             rows=  1890  ( 0.1s)
[ 197/643] EGLDUSDT             rows= 39310  ( 0.1s)
[ 198/643] EHUSDT               rows=   402  ( 0.1s)
[ 199/643] EIGENUSDT            rows= 15002  ( 0.1s)
[ 200/643] ELSAUSDT             rows=  3526  ( 0.1s)
[ 201/643] ENAUSDT              rows= 19324  ( 0.1s)
[ 202/643] ENJUSDT              rows= 37437  ( 0.1s)
[ 203/643] ENSOUSDT             rows=  5925  ( 0.1s)
[ 204/643] ENSUSDT              rows= 35759  ( 0.1s)
[ 205/643] EPICUSDT             rows= 11086  ( 0.1s)
[ 206/643] ERAUSDT              rows=  8059  ( 0.1s)
[ 207/643] ESPORTSUSDT          rows=  7800  ( 0.1s)
[ 208/643] ESPUSDT              rows=  3017  ( 0.1s)
[ 209/643] ETCUSDT              rows= 56646  ( 0.1s)
[ 210/643] ETHFIUSDT            rows= 19626  ( 0.1s)
[ 211/643] ETHUSDT              rows= 56646  ( 0.1s)
[ 212/643] ETHWUSDT             rows= 14783  ( 0.2s)
[ 213/643] ETNUSDT              rows=   863  ( 0.2s)
[ 214/643] EULUSDT              rows=  5926  ( 0.2s)
[ 215/643] EVEXUSDT             rows=   402  ( 0.1s)
[ 216/643] EWHUSDT              rows=  1678  ( 0.1s)
[ 217/643] EWJUSDT              rows=  2231  ( 0.1s)
[ 219/643] EWYUSDT              rows=  2231  ( 0.1s)
[ 218/643] EWTUSDT              rows=  2039  ( 0.1s)
[ 220/643] FARTCOINUSDT         rows= 13055  ( 0.1s)
[ 221/643] FETUSDT              rows= 28894  ( 0.1s)
[ 222/643] FFUSDT               rows=  6284  ( 0.1s)
[ 223/643] FIDAUSDT             rows= 15282  ( 0.1s)
[ 224/643] FIGHTUSDT            rows=  3498  ( 0.1s)
[ 225/643] FILUSDT              rows= 49628  ( 0.1s)
[ 226/643] FLNCUSDT             rows=    41  ( 0.1s)
[ 227/643] FLOCKUSDT            rows=  7101  ( 0.1s)
[ 228/643] FLOKIUSDT            rows= 27381  ( 0.1s)
[ 229/643] FLUIDUSDT            rows=  6403  ( 0.1s)
[ 230/643] FLUXUSDT             rows= 15647  ( 0.1s)
[ 231/643] FLYUSDT              rows=  1535  ( 0.1s)
[ 232/643] FOGOUSDT             rows=  3688  ( 0.1s)
[ 233/643] FOLKSUSDT            rows=  5369  ( 0.1s)
[ 234/643] FORMUSDT             rows= 10942  ( 0.1s)
[ 235/643] FOXAUSDT             rows=    64  ( 0.1s)
[ 236/643] FRAXUSDT             rows=  3693  ( 0.1s)
[ 237/643] FUSDT                rows=  8756  ( 0.1s)
[ 238/643] FUTUUSDT             rows=  5587  ( 0.1s)
[ 239/643] GALAUSDT             rows= 39668  ( 0.1s)
[ 240/643] GASUSDT              rows= 16775  ( 0.1s)
[ 241/643] GENIUSUSDT           rows=  1514  ( 0.1s)
[ 242/643] GEUSDT               rows=  6765  ( 0.1s)
[ 243/643] GIGGLEUSDT           rows=  5875  ( 0.1s)
[ 244/643] GLMUSDT              rows= 18700  ( 0.1s)
[ 245/643] GLWUSDT              rows=   187  ( 0.1s)
[ 247/643] GMTUSDT              rows= 36934  ( 0.1s)
[ 248/643] GMXUSDT              rows= 29064  ( 0.1s)
[ 250/643] GOOGLUSDT            rows=  7100  ( 0.1s)
[ 246/643] GMEUSDT              rows=  6740  ( 0.2s)
[ 249/643] GOATUSDT             rows= 14467  ( 0.1s)
[ 252/643] GRAMUSDT             rows= 27066  ( 0.1s)
[ 253/643] GRASSUSDT            rows= 14344  ( 0.1s)
[ 251/643] GPSUSDT              rows= 11642  ( 0.1s)
[ 254/643] GRIFFAINUSDT         rows= 12766  ( 0.1s)
[ 255/643] GRTUSDT              rows= 33671  ( 0.1s)
[ 256/643] GUNUSDT              rows= 10649  ( 0.1s)
[ 257/643] GUSDT                rows= 16123  ( 0.1s)
[ 259/643] HAEDALUSDT           rows=  9954  ( 0.1s)
[ 260/643] HBARUSDT             rows= 28530  ( 0.1s)
[ 258/643] GWEIUSDT             rows=  3361  ( 1.2s)
[ 261/643] HFTUSDT              rows=  8446  ( 0.1s)
[ 262/643] HIVEUSDT             rows= 13007  ( 0.1s)
[ 263/643] HOLOUSDT             rows=  6718  ( 0.1s)
[ 264/643] HOMEUSDT             rows=  8951  ( 0.1s)
[ 265/643] HOODUSDT             rows=  7078  ( 0.1s)
[ 266/643] HOTUSDT              rows= 28029  ( 0.1s)
[ 267/643] HPEUSDT              rows=   235  ( 0.1s)
[ 268/643] HUMAUSDT             rows=  9311  ( 0.1s)
[ 269/643] HUSDT                rows=  8590  ( 0.1s)
[ 270/643] HYPERUSDT            rows= 10123  ( 0.1s)
[ 271/643] HYPEUSDT             rows= 13103  ( 0.1s)
[ 272/643] HYUNDAIUSDT          rows=   384  ( 0.1s)
[ 273/643] IBMUSDT              rows=   402  ( 0.1s)
[ 274/643] ICNTUSDT             rows=  8399  ( 0.1s)
[ 275/643] ICPUSDT              rows= 44375  ( 0.1s)
[ 276/643] ICXUSDT              rows= 28029  ( 0.1s)
[ 277/643] IDOLUSDT             rows=  8926  ( 0.1s)
[ 278/643] IDUSDT               rows= 28340  ( 0.1s)
[ 279/643] ILVUSDT              rows=  7581  ( 0.1s)
[ 280/643] IMXUSDT              rows= 34580  ( 0.1s)
[ 281/643] INDAUSDT             rows=  1678  ( 0.1s)
[ 282/643] INFQUSDT             rows=   863  ( 0.1s)
[ 285/643] INTCUSDT             rows=  6789  ( 0.1s)
[ 284/643] INJUSDT              rows= 28527  ( 0.1s)
[ 283/643] INITUSDT             rows= 10076  ( 0.3s)
[ 286/643] INUSDT               rows=  7556  ( 0.1s)
[ 287/643] INXUSDT              rows=  3311  ( 0.1s)
[ 288/643] IONQUSDT             rows=  1369  ( 0.1s)
[ 289/643] IOSTUSDT             rows= 36763  ( 0.1s)
[ 290/643] IOTAUSDT             rows= 37270  ( 0.1s)
[ 291/643] IOTXUSDT             rows= 27259  ( 0.1s)
[ 292/643] IOUSDT               rows= 17680  ( 0.1s)
[ 293/643] IPUSDT               rows= 11757  ( 0.1s)
[ 294/643] IRENUSDT             rows=   235  ( 0.1s)
[ 295/643] IRYSUSDT             rows=  4876  ( 0.1s)
[ 296/643] ISRGUSDT             rows=    41  ( 0.1s)
[ 297/643] IWMUSDT              rows=   235  ( 0.1s)
[ 298/643] JASMYUSDT            rows= 32757  ( 0.1s)
[ 299/643] JCTUSDT              rows=  5253  ( 0.1s)
[ 300/643] JDUSDT               rows=  5587  ( 0.1s)
[ 301/643] JOBYUSDT             rows=   548  ( 0.1s)
[ 302/643] JOEUSDT              rows= 28223  ( 0.1s)
[ 303/643] JSTUSDT              rows=  9987  ( 0.1s)
[ 304/643] JTOUSDT              rows= 22048  ( 0.1s)
[ 305/643] JUPUSDT              rows= 20826  ( 0.1s)
[ 306/643] KAIAUSDT             rows= 28366  ( 0.1s)
[ 307/643] KAITOUSDT            rows= 11585  ( 0.1s)
[ 308/643] KASUSDT              rows= 19459  ( 0.1s)
[ 309/643] KATUSDT              rows=  2201  ( 0.1s)
[ 310/643] KAVAUSDT             rows= 35996  ( 0.1s)
[ 311/643] KERNELUSDT           rows= 10315  ( 0.1s)
[ 312/643] KGENUSDT             rows=  6072  ( 0.1s)
[ 313/643] KIOXIAUSDT           rows=   314  ( 0.1s)
[ 314/643] KITEUSDT             rows=  5559  ( 0.1s)
[ 315/643] KMNOUSDT             rows= 14778  ( 0.1s)
[ 316/643] KNCUSDT              rows= 36598  ( 0.1s)
[ 318/643] KOUSDT               rows=    64  ( 0.1s)
[ 317/643] KOPNUSDT             rows=   911  ( 0.1s)
[ 319/643] KSMUSDT              rows= 39165  ( 0.1s)
[ 320/643] KTOSUSDT             rows=   402  ( 0.1s)
[ 321/643] KWEBUSDT             rows=  2039  ( 0.1s)
[ 322/643] LABUSDT              rows=  5847  ( 0.1s)
[ 323/643] LASERTECUSDT         rows=   314  ( 0.1s)
[ 324/643] LAUSDT               rows=  9093  ( 0.1s)
[ 325/643] LAYERUSDT            rows= 11800  ( 0.1s)
[ 326/643] LDOUSDT              rows= 29225  ( 0.1s)
[ 327/643] LINEAUSDT            rows=  6956  ( 0.1s)
[ 328/643] LINKUSDT             rows= 51432  ( 0.1s)
[ 330/643] LITEUSDT             rows=  1535  ( 0.1s)
[ 329/643] LISTAUSDT            rows= 17466  ( 0.1s)
[ 331/643] LITUSDT              rows=  4221  ( 0.1s)
[ 332/643] LLYUSDT              rows=  5252  ( 0.1s)
[ 333/643] LMTUSDT              rows=   402  ( 0.1s)
[ 334/643] LPTUSDT              rows= 25031  ( 0.1s)
[ 335/643] LQTYUSDT             rows= 28588  ( 0.1s)
[ 336/643] LSKUSDT              rows= 18858  ( 0.1s)
[ 337/643] LTCUSDT              rows= 56646  ( 0.1s)
[ 338/643] LUMIAUSDT            rows= 14517  ( 0.1s)
[ 339/643] LUNAUSDT             rows= 34437  ( 0.1s)
[ 340/643] LUNCUSDT             rows= 32900  ( 0.1s)
[ 341/643] LWLGUSDT             rows=   911  ( 0.1s)
[ 342/643] LYNUSDT              rows=  6051  ( 0.1s)
[ 343/643] MAGICUSDT            rows= 29472  ( 0.1s)
[ 344/643] MAGMAUSDT            rows=  4100  ( 0.1s)
[ 345/643] MANAUSDT             rows= 39815  ( 0.1s)
[ 346/643] MANTAUSDT            rows= 21019  ( 0.1s)
[ 347/643] MANTRAUSDT           rows=  2541  ( 0.1s)
[ 348/643] MARUSDT              rows=    64  ( 0.1s)
[ 349/643] MASKUSDT             rows= 33671  ( 0.1s)
[ 350/643] MAVUSDT              rows= 26034  ( 0.1s)
[ 351/643] MCDUSDT              rows=  7100  ( 0.1s)
[ 352/643] MDBUSDT              rows=   235  ( 0.1s)
[ 353/643] MEGAUSDT             rows=  3330  ( 0.1s)
[ 354/643] MELANIAUSDT          rows= 12339  ( 0.1s)
[ 355/643] MEMEUSDT             rows= 22985  ( 0.1s)
[ 356/643] MERLUSDT             rows= 13942  ( 0.1s)
[ 357/643] METAUSDT             rows=  7100  ( 0.1s)
[ 358/643] METISUSDT            rows= 19698  ( 0.1s)
[ 359/643] METUSDT              rows=  5952  ( 0.1s)
[ 360/643] MEUSDT               rows= 13312  ( 0.1s)
[ 361/643] MEWUSDT              rows= 17537  ( 0.1s)
[ 362/643] MINAUSDT             rows= 29089  ( 0.1s)
[ 363/643] MIRAUSDT             rows=  6355  ( 0.1s)
[ 364/643] MMTUSDT              rows=  5418  ( 0.1s)
[ 365/643] MOCAUSDT             rows= 16924  ( 0.1s)
[ 366/643] MONUSDT              rows=  6021  ( 0.1s)
[ 368/643] MORPHOUSDT           rows= 13772  ( 0.1s)
[ 369/643] MOVEUSDT             rows= 13338  ( 0.1s)
[ 367/643] MOODENGUSDT          rows= 14996  ( 0.1s)
[ 370/643] MOVRUSDT             rows= 18507  ( 0.1s)
[ 371/643] MPUSDT               rows=  1223  ( 0.1s)
[ 372/643] MRVLUSDT             rows=  6742  ( 0.1s)
[ 373/643] MSFTUSDT             rows=  6452  ( 0.1s)
[ 374/643] MSTRUSDT             rows=  7078  ( 0.1s)
[ 375/643] MTLUSDT              rows= 14445  ( 0.1s)
[ 376/643] MUBARAKUSDT          rows= 10991  ( 0.1s)
[ 377/643] MUSDT                rows=  8399  ( 0.1s)
[ 378/643] MUUSDT               rows=  3041  ( 0.1s)
[ 379/643] MYXUSDT              rows=  6744  ( 0.1s)
[ 380/643] NAORISUSDT           rows=  7726  ( 0.1s)
[ 381/643] NATGASUSDT           rows=  1868  ( 0.1s)
[ 382/643] NBISUSDT             rows=  1369  ( 0.1s)
[ 383/643] NDX100USDT           rows=   648  ( 0.1s)
[ 384/643] NEARUSDT             rows= 39310  ( 0.1s)
[ 385/643] NEIROCTOUSDT         rows= 14807  ( 0.1s)
[ 387/643] NEWTUSDT             rows=  8615  ( 0.1s)
[ 389/643] NIGHTUSDT            rows=  4555  ( 0.1s)
[ 390/643] NILUSDT              rows= 10817  ( 0.1s)
[ 386/643] NEOUSDT              rows= 37796  ( 1.1s)
[ 388/643] NFLXUSDT             rows=  1700  ( 1.2s)
[ 391/643] NIOUSDT              rows=   911  ( 0.1s)
[ 392/643] NKEUSDT              rows=    64  ( 0.1s)
[ 393/643] NMRUSDT              rows= 10948  ( 0.1s)
[ 394/643] NOCUSDT              rows=   402  ( 0.1s)
[ 395/643] NOKSTOCKUSDT         rows=   718  ( 0.1s)
[ 396/643] NOTUSDT              rows= 18303  ( 0.1s)
[ 397/643] NOWUSDT              rows=   402  ( 0.1s)
[ 398/643] NTAPUSDT             rows=   402  ( 0.1s)
[ 399/643] NVDAUSDT             rows=  7274  ( 0.1s)
[ 400/643] NXPCUSDT             rows=  9577  ( 0.1s)
[ 401/643] OGNUSDT              rows= 25031  ( 0.1s)
[ 402/643] OGUSDT               rows= 14807  ( 0.1s)
[ 403/643] OKLOUSDT             rows=  1223  ( 0.1s)
[ 404/643] ONDOUSDT             rows= 19507  ( 0.1s)
[ 405/643] ONDSUSDT             rows=   718  ( 0.1s)
[ 406/643] ONEUSDT              rows= 32757  ( 0.1s)
[ 407/643] ONGUSDT              rows= 19028  ( 0.1s)
[ 408/643] ONTUSDT              rows= 27956  ( 0.1s)
[ 409/643] OPENAIUSDT           rows=   548  ( 0.1s)
[ 410/643] OPENUSDT             rows=  6787  ( 0.1s)
[ 411/643] OPGUSDT              rows=  1347  ( 0.1s)
[ 412/643] OPNUSDT              rows=  2782  ( 0.1s)
[ 413/643] OPUSDT               rows= 35187  ( 0.1s)
[ 414/643] ORCAUSDT             rows= 13411  ( 0.1s)
[ 415/643] ORCLUSDT             rows=  6765  ( 0.1s)
[ 416/643] ORDERUSDT            rows= 15814  ( 0.1s)
[ 417/643] ORDIUSDT             rows= 26967  ( 0.1s)
[ 418/643] OSSUSDT              rows=   187  ( 0.1s)
[ 419/643] OUSTUSDT             rows=   718  ( 0.1s)
[ 420/643] OXYUSDT              rows=  2352  ( 0.1s)
[ 421/643] PANWUSDT             rows=   548  ( 0.1s)
[ 422/643] PARTIUSDT            rows= 10795  ( 0.1s)
[ 423/643] PAXGUSDT             rows= 17254  ( 0.1s)
[ 424/643] PENDLEUSDT           rows= 25321  ( 0.1s)
[ 425/643] PENGUUSDT            rows= 13128  ( 0.1s)
[ 426/643] PEOPLEUSDT           rows= 37966  ( 0.1s)
[ 427/643] PEPEUSDT             rows= 27351  ( 0.1s)
[ 428/643] PHAUSDT              rows= 12835  ( 0.1s)
[ 429/643] PIEVERSEUSDT         rows=  5111  ( 0.1s)
[ 430/643] PIPPINUSDT           rows= 12386  ( 0.1s)
[ 431/643] PIUSDT               rows= 11590  ( 0.1s)
[ 432/643] PIXELUSDT            rows= 20345  ( 0.1s)
[ 433/643] PLTRUSDT             rows=  6765  ( 0.1s)
[ 434/643] PLUMEUSDT            rows= 12290  ( 0.1s)
[ 435/643] PLUSDT               rows=   235  ( 0.1s)
[ 436/643] PNUTUSDT             rows= 14014  ( 0.1s)
[ 437/643] POETUSDT             rows=   718  ( 0.1s)
[ 439/643] POLYXUSDT            rows= 23201  ( 0.1s)
[ 438/643] POLUSDT              rows= 15600  ( 0.1s)
[ 440/643] POPCATUSDT           rows= 16572  ( 0.1s)
[ 441/643] POWERUSDT            rows=  4648  ( 0.1s)
[ 442/643] POWRUSDT             rows= 14759  ( 0.1s)
[ 443/643] PRLUSDT              rows=  1867  ( 0.1s)
[ 444/643] PROMUSDT             rows= 12450  ( 0.1s)
[ 445/643] PROSUSDT             rows=  1193  ( 0.1s)
[ 446/643] PROVEUSDT            rows=  7605  ( 0.1s)
[ 447/643] PUMPUSDT             rows=  8135  ( 0.1s)
