rally_정의,rally_임계_pct,숏보유_일,표본수,윈율,평균_숏수익_capped,중위_숏수익,p10,p25,p75,p90,표준편차,최대손실,Sharpe_like
주봉_2주_저점,+30%,14,857,0.5939323220536756,0.0067822290791638325,0.05255839822024466,-0.2670851179587173,-0.10007097232079487,0.156478277585544,0.2427579409524662,0.23845678938428053,-1.4547935237402223,0.02066062004625614
주봉_2주_저점,+30%,30,829,0.5826296743063932,0.0022855615869390245,0.04823550594166359,-0.3382064787382359,-0.12202003103399628,0.17886435331230277,0.31727803220156975,0.3545623820348509,-4.437329452428598,-0.02394385618101902
주봉_2주_저점,+50%,7,268,0.664179104477612,0.057482484001898995,0.0896121901093056,-0.18256381819207826,-0.03277477798585959,0.17025307842292062,0.23261263438196453,0.1674595553241556,-0.869850344711619,0.3432618932411992
주봉_2주_저점,+50%,14,268,0.6902985074626866,0.06903225628285628,0.12198669236571658,-0.23776074874107347,-0.05889684068462492,0.22382633315876507,0.2972704204060053,0.2179983496985732,-0.8610944076969334,0.31666412327573734
주봉_2주_저점,+50%,30,260,0.6615384615384615,0.09480320829727708,0.11994536891796598,-0.21651110196477683,-0.05030148295217601,0.28263280895266135,0.39669991984350794,0.26640583530600154,-1.1954845814977975,0.3519287529694125
주봉_4주_저점,+20%,7,1813,0.5874241588527302,0.012358713126123142,0.0289735099337749,-0.15609631889163395,-0.061925495887759974,0.10693529639674537,0.17030988385247764,0.15876895193128743,-1.802827380952381,0.07376710743551992
주봉_4주_저점,+20%,14,1776,0.5923423423423423,0.004639994153288214,0.04423952231594347,-0.2415865358499203,-0.0855319874713551,0.13757090011068332,0.22189914911175573,0.22972843189833747,-1.9804025423728815,0.008802976203909059
주봉_4주_저점,+20%,30,1619,0.5701050030883261,-0.01165072455926029,0.04153354632587847,-0.3596145823169162,-0.12577526158667385,0.15516929283161868,0.29541472108383526,0.3445057072774765,-4.484475577432791,-0.06494440967044787
주봉_4주_저점,+30%,7,1219,0.5881870385561936,0.01063037812431743,0.029356652092442204,-0.1700475935097546,-0.06805117558989981,0.11287779329762687,0.17870026614603585,0.17159318621949604,-1.802827380952381,0.05382038109674649
주봉_4주_저점,+30%,14,1196,0.6011705685618729,0.007388943863808222,0.05088272514158876,-0.24732919832783185,-0.08757642871882426,0.1465446220848201,0.22352342595396185,0.2374054252327587,-1.9804025423728815,0.018187004904094497
주봉_4주_저점,+30%,30,1101,0.5940054495912807,0.003125465144020998,0.049948822927328496,-0.3177049180327869,-0.1130456105934281,0.16578669482576558,0.29544088606508123,0.3432173373900287,-4.437329452428598,-0.023071047495185723
주봉_4주_저점,+50%,7,491,0.6720977596741344,0.04441137422676003,0.0759312320916905,-0.1515732924021489,-0.03682018646982432,0.14634830102125757,0.20718562874251512,0.1714918011290522,-1.802827380952381,0.24943634406746026
주봉_4주_저점,+50%,14,486,0.7078189300411523,0.05817074585177571,0.10394737066067522,-0.21600820838285062,-0.03354122346319205,0.18265830592105264,0.2677571028736166,0.20565322929323981,-1.259300595238095,0.28026404316837245
주봉_4주_저점,+50%,30,462,0.7034632034632035,0.07872008246705861,0.12430614329300149,-0.20563098434434127,-0.04201631479183904,0.22941864908130233,0.35358266590389015,0.2636960326448809,-1.406969805466046,0.2900413403780131
