,KOSPI_close,KOSPI_marcap_조,외인_주간_순매수_억,개인_주간_순매수_억,기관_주간_순매수_억,금융투자_주간_순매수_억,외인_누적_조,삼성전자_외인비중_%
2021-09-03,3201.06,2315.8,20955.0,-6828.0,-14805.0,-4301.0,-39.6,51.8
2021-09-10,3125.76,2262.9,-13058.0,22459.0,-9509.0,-7781.0,-40.9,51.77
2021-09-17,3140.51,2284.5,8115.0,-11328.0,47.0,-1447.0,-40.1,51.93
2021-09-24,3125.24,2273.6,6544.0,-623.0,-5780.0,-2073.0,-39.5,51.98
2021-10-01,3019.18,2195.5,-5754.0,20843.0,-15610.0,-12986.0,-40.0,51.84
2021-10-08,2956.3,2150.1,-10526.0,4548.0,4812.0,6215.0,-41.1,51.76
2021-10-15,3015.06,2192.1,-13903.0,307.0,12896.0,9764.0,-42.5,51.42
2021-10-22,3006.16,2184.5,608.0,1526.0,-2125.0,4977.0,-42.4,51.42
2021-10-29,2970.68,2159.4,-11909.0,14311.0,-3333.0,-183.0,-43.6,51.26
2021-11-05,2969.27,2185.2,-367.0,-8710.0,8742.0,13667.0,-43.7,51.21
2021-11-12,2968.8,2185.4,2432.0,-4670.0,1148.0,7588.0,-43.4,51.18
2021-11-19,2971.02,2192.2,13439.0,-3662.0,-11005.0,-400.0,-42.1,51.21
2021-11-26,2936.44,2167.4,11219.0,-603.0,-12435.0,-8460.0,-40.9,51.39
2021-12-03,2968.33,2192.8,18853.0,-22242.0,549.0,61.0,-39.1,51.6
2021-12-10,3010.23,2225.6,1679.0,-14863.0,17554.0,17207.0,-38.9,51.75
2021-12-17,3017.73,2231.1,7378.0,-9355.0,457.0,4181.0,-38.2,51.82
2021-12-24,3012.43,2230.0,3064.0,-20147.0,15830.0,17657.0,-37.9,51.89
2021-12-31,2977.65,2203.4,1614.0,2636.0,-5415.0,-5589.0,-37.7,51.92
2022-01-07,2954.89,2187.6,18099.0,19076.0,-36997.0,-32385.0,-35.9,52.11
2022-01-14,2921.92,2165.0,9805.0,-54.0,-10547.0,-4809.0,-34.9,52.22
2022-01-21,2834.29,2098.9,-11363.0,16938.0,-5954.0,2453.0,-36.0,52.22
2022-01-28,2663.34,2094.9,-35155.0,7916.0,26498.0,11729.0,-39.6,52.12
2022-02-04,2750.26,2162.2,2742.0,-5488.0,2641.0,-2488.0,-39.3,52.09
2022-02-11,2747.71,2161.4,15814.0,1602.0,-18333.0,-13055.0,-37.7,52.22
2022-02-18,2744.52,2157.4,3009.0,-12829.0,8942.0,5902.0,-37.4,52.23
2022-02-25,2676.76,2104.0,-14466.0,18510.0,-5707.0,-2259.0,-38.8,52.15
2022-03-04,2713.43,2132.5,-6636.0,13128.0,-6788.0,-5916.0,-39.5,52.05
2022-03-11,2661.28,2090.5,-27682.0,35242.0,-8577.0,-3304.0,-42.3,51.82
2022-03-18,2707.02,2125.7,-10875.0,4272.0,6550.0,4161.0,-43.4,51.79
2022-03-25,2729.98,2143.4,2517.0,14945.0,-18451.0,417.0,-43.1,51.91
2022-04-01,2739.85,2151.3,-7947.0,8788.0,-408.0,3423.0,-43.9,51.63
2022-04-08,2700.39,2119.2,-17696.0,30791.0,-13105.0,-9989.0,-45.7,51.37
2022-04-15,2696.06,2114.4,-12358.0,9415.0,2329.0,-2246.0,-46.9,51.21
2022-04-22,2704.71,2122.8,-1821.0,1022.0,955.0,-2414.0,-47.1,51.13
2022-04-29,2695.05,2119.9,-16713.0,12458.0,3676.0,-433.0,-48.8,50.9
2022-05-06,2644.51,2081.3,-3982.0,11942.0,-8449.0,-3611.0,-49.2,50.82
2022-05-13,2604.24,2049.3,-10197.0,4517.0,4457.0,6255.0,-50.2,50.74
2022-05-20,2639.29,2077.6,3486.0,-7417.0,4291.0,4405.0,-49.8,50.75
2022-05-27,2638.05,2076.1,-2094.0,-5965.0,7986.0,11924.0,-50.0,50.6
2022-06-03,2670.65,2101.7,13084.0,-8287.0,-5919.0,-7127.0,-48.7,50.59
2022-06-10,2595.87,2043.2,-21101.0,26112.0,-6045.0,-3356.0,-50.8,50.26
2022-06-17,2440.93,1921.1,-14822.0,11717.0,910.0,7569.0,-52.3,49.97
2022-06-24,2366.6,1862.3,-16370.0,-9719.0,24737.0,25627.0,-54.0,49.67
2022-07-01,2305.42,1814.3,-5733.0,15563.0,-11219.0,-8347.0,-54.5,49.59
2022-07-08,2350.61,1850.9,3366.0,-2416.0,-1999.0,679.0,-54.2,49.61
2022-07-15,2330.98,1837.3,4969.0,2882.0,-8667.0,-8519.0,-53.7,49.74
2022-07-22,2393.14,1886.5,11026.0,-3426.0,-8205.0,-8176.0,-52.6,49.79
2022-07-29,2451.5,1931.9,7212.0,-9377.0,2711.0,8384.0,-51.9,49.82
2022-08-05,2490.8,1963.0,14810.0,-4011.0,-11006.0,-5866.0,-50.4,49.88
2022-08-12,2527.94,1990.5,2319.0,-6570.0,3016.0,2735.0,-50.2,49.73
2022-08-19,2492.69,1963.8,7372.0,5056.0,-12855.0,-1552.0,-49.4,49.81
2022-08-26,2481.03,1955.3,5524.0,-1676.0,872.0,-2436.0,-48.9,49.81
2022-09-02,2409.41,1899.1,1842.0,22430.0,-19506.0,-13783.0,-48.7,49.76
2022-09-09,2384.28,1879.1,-10233.0,8458.0,1282.0,3029.0,-49.7,49.53
2022-09-16,2382.78,1877.5,-359.0,808.0,-764.0,-914.0,-49.8,49.49
2022-09-23,2290.0,1804.5,-5825.0,8754.0,-3576.0,543.0,-50.3,49.35
2022-09-30,2155.49,1698.5,-68.0,-4551.0,4591.0,8814.0,-50.3,49.27
2022-10-07,2232.84,1762.0,6495.0,1094.0,-7962.0,-8718.0,-49.7,49.46
2022-10-14,2212.55,1746.0,8976.0,-5883.0,-3510.0,-1943.0,-48.8,49.52
2022-10-21,2213.12,1747.6,4993.0,659.0,-6456.0,-2902.0,-48.3,49.58
2022-10-28,2268.4,1789.5,10053.0,-20852.0,10460.0,12610.0,-47.3,49.74
2022-11-04,2348.43,1853.8,14623.0,-8693.0,-6546.0,-8256.0,-45.8,49.84
2022-11-11,2483.16,1961.0,13969.0,-33397.0,18822.0,19899.0,-44.4,49.92
2022-11-18,2444.48,1932.9,-1865.0,8610.0,-6797.0,3284.0,-44.6,49.92
2022-11-25,2437.86,1926.8,3805.0,-3883.0,1508.0,4493.0,-44.2,49.9
2022-12-02,2434.33,1924.2,6953.0,-173.0,-7276.0,-5995.0,-43.5,50.03
2022-12-09,2389.04,1888.4,-9627.0,5615.0,3114.0,7293.0,-44.5,49.93
2022-12-16,2360.02,1865.1,3731.0,668.0,-5743.0,-3235.0,-44.1,49.99
2022-12-23,2313.69,1829.4,-3072.0,-7544.0,10219.0,15510.0,-44.4,49.79
2022-12-30,2236.4,1767.2,-4360.0,12.0,3046.0,809.0,-44.9,49.67
2023-01-06,2289.97,1811.4,11764.0,-5266.0,-7304.0,-11177.0,-43.7,49.91
2023-01-13,2386.09,1886.6,17356.0,-27267.0,9889.0,5687.0,-42.0,50.04
2023-01-20,2395.26,1895.8,13389.0,-7201.0,-6101.0,-2346.0,-40.6,50.17
2023-01-27,2484.02,1966.6,25463.0,-30274.0,4983.0,4164.0,-38.1,50.43
2023-02-03,2480.4,1963.2,8831.0,-201.0,-9230.0,-2715.0,-37.2,50.49
2023-02-10,2469.73,1954.7,4161.0,13228.0,-17946.0,-16528.0,-36.8,50.59
2023-02-17,2451.21,1941.7,492.0,2598.0,-4231.0,-1571.0,-36.7,50.69
2023-02-24,2423.61,1915.6,-7723.0,10406.0,-4030.0,-3604.0,-37.5,50.7
2023-03-03,2432.07,1921.5,-1664.0,1481.0,-663.0,-4402.0,-37.7,50.7
2023-03-10,2394.59,1892.5,-5755.0,8124.0,-2849.0,-7905.0,-38.2,50.67
2023-03-17,2395.69,1893.4,-7146.0,-1150.0,7042.0,3291.0,-39.0,50.76
2023-03-24,2414.96,1907.3,2813.0,-5714.0,3631.0,1530.0,-38.7,50.93
2023-03-31,2476.86,1957.9,8348.0,-14123.0,3291.0,8260.0,-37.8,50.96
2023-04-07,2490.41,1969.0,-2863.0,2302.0,-376.0,-1087.0,-38.1,51.34
2023-04-14,2571.49,2032.3,9671.0,-18909.0,8788.0,6400.0,-37.2,51.47
2023-04-21,2544.4,2012.4,8074.0,3804.0,-11492.0,-4814.0,-36.4,51.65
2023-04-28,2501.53,1979.8,4635.0,4596.0,-8908.0,-6836.0,-35.9,51.87
2023-05-05,2500.94,1978.6,2921.0,207.0,-3042.0,-2607.0,-35.6,51.95
2023-05-12,2475.42,1959.5,2355.0,-5968.0,3801.0,3014.0,-35.4,51.94
2023-05-19,2537.79,2010.7,14317.0,-21102.0,7213.0,6925.0,-33.9,52.19
2023-05-26,2558.81,2027.4,14243.0,-10231.0,-3737.0,-679.0,-32.5,52.34
2023-06-02,2601.36,2059.9,12738.0,-7133.0,-5845.0,530.0,-31.2,52.54
2023-06-09,2641.16,2091.6,271.0,-14871.0,14867.0,12035.0,-31.2,52.57
2023-06-16,2625.79,2083.1,2767.0,1645.0,-4144.0,6212.0,-30.9,52.56
2023-06-23,2570.1,2040.0,-11308.0,19498.0,-5760.0,220.0,-32.1,52.67
2023-06-30,2564.28,2035.1,-6007.0,1964.0,3556.0,1632.0,-32.7,52.79
2023-07-07,2526.71,2005.1,-239.0,11827.0,-13282.0,-6174.0,-32.7,52.83
2023-07-14,2628.3,2085.2,11534.0,-24319.0,12883.0,9742.0,-31.5,52.99
2023-07-21,2609.76,2069.8,-4959.0,17015.0,-11895.0,-7127.0,-32.0,52.95
2023-07-28,2608.32,2068.1,-23368.0,27263.0,-4609.0,2788.0,-34.4,53.02
2023-08-04,2602.8,2061.7,-5579.0,18510.0,-13466.0,-8922.0,-34.9,52.99
2023-08-11,2591.26,2053.4,838.0,9403.0,-11595.0,-5832.0,-34.8,53.05
2023-08-18,2504.5,1985.1,-2241.0,11946.0,-10731.0,-7629.0,-35.1,53.06
2023-08-25,2519.14,1997.7,-1108.0,1046.0,498.0,50.0,-35.2,53.08
2023-09-01,2563.71,2033.3,-511.0,-5655.0,4893.0,5657.0,-35.2,53.14
2023-09-08,2547.68,2020.8,1419.0,3754.0,-6656.0,-1195.0,-35.1,53.27
2023-09-15,2601.28,2063.5,-6322.0,-18840.0,24342.0,21987.0,-35.7,53.18
2023-09-22,2508.13,1988.9,-7315.0,17720.0,-11676.0,-8276.0,-36.4,53.18
2023-09-29,2465.07,1955.8,-2013.0,6308.0,-4818.0,-982.0,-36.6,53.2
2023-10-06,2408.73,1916.1,-10143.0,12929.0,-2784.0,-42.0,-37.7,53.05
2023-10-13,2456.15,1955.3,-5485.0,-6614.0,11900.0,9668.0,-38.2,52.98
2023-10-20,2375.0,1892.3,6402.0,1382.0,-6001.0,-3107.0,-37.6,53.12
2023-10-27,2302.81,1834.5,-16121.0,10220.0,3756.0,4036.0,-39.2,53.06
2023-11-03,2368.34,1888.0,-2389.0,-8018.0,8695.0,6876.0,-39.4,53.13
2023-11-10,2409.66,1923.2,14337.0,-7875.0,-1595.0,2478.0,-38.0,53.21
2023-11-17,2469.85,1974.3,8518.0,-22824.0,14079.0,14379.0,-37.1,53.46
2023-11-24,2496.63,1995.2,4993.0,-8884.0,3566.0,4726.0,-36.6,53.55
2023-12-01,2505.01,2004.3,-1759.0,-3633.0,5297.0,4155.0,-36.8,53.58
2023-12-08,2517.85,2014.8,3846.0,-8707.0,4669.0,2231.0,-36.4,53.63
2023-12-15,2563.56,2052.1,14185.0,-33853.0,18625.0,14294.0,-35.0,53.82
2023-12-22,2599.51,2082.9,4191.0,-16836.0,12949.0,16026.0,-34.6,53.92
2023-12-29,2655.28,2126.4,9991.0,-22050.0,11904.0,14582.0,-33.6,54.0
2024-01-05,2578.08,2075.1,2046.0,22393.0,-24832.0,-16186.0,-33.4,54.06
2024-01-12,2525.05,2047.2,23038.0,17190.0,-38671.0,-5680.0,-31.1,54.23
2024-01-19,2472.74,2005.9,-5600.0,10498.0,-5765.0,-1257.0,-31.6,54.28
2024-01-26,2478.56,2009.9,9309.0,-11500.0,2733.0,950.0,-30.7,54.39
2024-02-02,2615.31,2126.2,35845.0,-46974.0,12799.0,5778.0,-27.1,54.55
2024-02-09,2620.32,2132.4,14528.0,-14673.0,-224.0,-2116.0,-25.7,54.53
2024-02-16,2648.76,2156.7,15996.0,-18031.0,1770.0,6907.0,-24.1,54.51
2024-02-23,2667.7,2172.0,9722.0,-13143.0,2502.0,3650.0,-23.1,54.48
2024-03-01,2642.36,2154.5,8029.0,-1269.0,-6118.0,-2142.0,-22.3,54.57
2024-03-08,2680.35,2183.4,3309.0,-3424.0,-404.0,1316.0,-22.0,54.51
2024-03-15,2666.84,2171.2,-7035.0,-691.0,4082.0,3049.0,-22.7,54.4
2024-03-22,2748.56,2240.0,30646.0,-41147.0,9983.0,13941.0,-19.6,54.93
2024-03-29,2746.63,2240.5,17274.0,-15328.0,-1953.0,4338.0,-17.9,55.31
2024-04-05,2714.21,2215.5,17502.0,-2147.0,-14832.0,-11381.0,-16.1,55.7
2024-04-12,2681.82,2189.2,15927.0,5104.0,-21344.0,-20107.0,-14.5,55.96
2024-04-19,2591.86,2114.0,-4410.0,14184.0,-11195.0,-9527.0,-15.0,55.99
2024-04-26,2656.33,2164.5,-993.0,-4452.0,7937.0,5091.0,-15.1,55.87
2024-05-03,2676.63,2180.9,6795.0,-11948.0,4661.0,3386.0,-14.4,55.88
2024-05-10,2727.63,2226.6,13005.0,-23195.0,11023.0,13674.0,-13.1,56.02
2024-05-17,2724.62,2223.8,2826.0,-4538.0,5838.0,8493.0,-12.8,55.9
2024-05-24,2687.6,2193.7,2228.0,10882.0,-12567.0,-4078.0,-12.6,55.79
2024-05-31,2636.52,2151.0,-32352.0,24147.0,8050.0,8030.0,-15.8,55.31
2024-06-07,2722.67,2221.1,8564.0,-7084.0,-1835.0,659.0,-15.0,55.37
2024-06-14,2758.42,2250.8,22985.0,-9636.0,-12482.0,-13072.0,-12.7,55.6
2024-06-21,2784.26,2270.6,9411.0,-9861.0,3229.0,11814.0,-11.7,55.77
2024-06-28,2797.82,2283.9,5087.0,-157.0,-5465.0,-2451.0,-11.2,55.88
2024-07-05,2862.23,2338.3,16370.0,-38060.0,22495.0,23490.0,-9.6,56.32
2024-07-12,2857.0,2329.4,14431.0,-6384.0,-3625.0,1249.0,-8.1,56.49
2024-07-19,2795.46,2280.9,-9140.0,9304.0,130.0,10612.0,-9.1,56.46
2024-07-26,2731.9,2229.0,-8257.0,6306.0,2380.0,3372.0,-9.9,56.43
2024-08-02,2676.19,2189.8,-497.0,13859.0,-11833.0,-7522.0,-9.9,56.42
2024-08-09,2588.43,2118.1,-22200.0,31999.0,-11489.0,-21670.0,-12.1,56.07
2024-08-16,2697.23,2208.9,18055.0,-20062.0,1853.0,1995.0,-10.3,56.26
2024-08-23,2701.69,2210.8,271.0,-3709.0,3498.0,6770.0,-10.3,56.24
2024-08-30,2674.31,2187.5,-20095.0,6530.0,12400.0,13030.0,-12.3,56.02
2024-09-06,2544.28,2079.1,-18913.0,29573.0,-11891.0,-9775.0,-14.2,55.67
2024-09-13,2575.41,2101.3,-29151.0,22065.0,4895.0,774.0,-17.1,54.9
2024-09-20,2593.37,2116.6,-12039.0,197.0,11523.0,11221.0,-18.3,54.55
2024-09-27,2649.78,2162.8,-8969.0,-8898.0,18371.0,18171.0,-19.2,53.94
2024-10-04,2569.71,2097.3,-12621.0,22432.0,-11363.0,-9639.0,-20.5,53.68
2024-10-11,2596.91,2116.9,-7832.0,9842.0,-2822.0,-6524.0,-21.3,53.26
2024-10-18,2593.82,2115.3,-11614.0,3742.0,5956.0,3165.0,-22.4,53.02
2024-10-25,2583.27,2105.7,-10419.0,7074.0,2835.0,2010.0,-23.5,52.64
2024-11-01,2542.36,2072.7,-14900.0,8152.0,6694.0,4500.0,-25.0,52.53
2024-11-08,2561.15,2087.2,-1233.0,-3432.0,3353.0,765.0,-25.1,52.38
2024-11-15,2416.86,1973.5,-17133.0,15822.0,-819.0,-3056.0,-26.8,51.76
2024-11-22,2501.24,2048.9,-7081.0,-9133.0,12341.0,1865.0,-27.5,51.56
2024-11-29,2455.91,2011.4,-17185.0,3697.0,8775.0,7260.0,-29.2,51.35
2024-12-06,2428.16,1988.5,-5743.0,-12319.0,15668.0,11612.0,-29.8,51.13
2024-12-13,2494.46,2042.1,-3404.0,-17687.0,16238.0,3469.0,-30.1,50.98
2024-12-20,2404.15,1967.1,-19880.0,19545.0,-3076.0,-6810.0,-32.1,50.64
2024-12-27,2404.77,1967.0,-134.0,-8890.0,5290.0,5804.0,-32.2,50.54
2025-01-03,2441.92,1998.1,-792.0,-3148.0,1172.0,353.0,-32.2,50.47
2025-01-10,2515.78,2058.6,14924.0,-11163.0,-7705.0,-13067.0,-30.7,50.58
2025-01-17,2523.55,2062.3,-7189.0,8816.0,-3727.0,-4598.0,-31.5,50.33
2025-01-24,2536.8,2073.0,-5816.0,-1165.0,3896.0,1300.0,-32.0,50.21
2025-01-31,2517.37,2057.1,-11679.0,9620.0,2859.0,2977.0,-33.2,49.99
2025-02-07,2521.92,2066.6,-6118.0,3601.0,-2648.0,-4506.0,-33.8,49.89
2025-02-14,2591.05,2123.3,-2011.0,-14124.0,13237.0,10688.0,-34.0,49.99
2025-02-21,2654.58,2176.2,-3201.0,-11471.0,11948.0,10755.0,-34.3,50.03
2025-02-28,2532.78,2074.4,-25736.0,29983.0,-9021.0,-8714.0,-36.9,50.03
2025-03-07,2563.48,2095.9,-2151.0,-2679.0,846.0,-5398.0,-37.1,50.29
2025-03-14,2566.36,2100.3,-23523.0,3318.0,3609.0,2832.0,-39.5,50.19
2025-03-21,2643.13,2166.2,27551.0,-37066.0,5414.0,6878.0,-36.7,50.73
2025-03-28,2557.98,2097.1,-2733.0,-1617.0,-115.0,2818.0,-37.0,50.72
2025-04-04,2465.42,2019.9,-58518.0,32332.0,20780.0,9456.0,-42.9,50.51
2025-04-11,2432.72,1991.8,-40990.0,25785.0,9035.0,-3793.0,-46.9,50.15
2025-04-18,2483.42,2034.0,-12745.0,2981.0,6116.0,2150.0,-48.2,50.06
2025-04-25,2546.3,2085.7,-1244.0,-8344.0,10292.0,7649.0,-48.3,49.97
2025-05-02,2559.79,2095.8,2681.0,-1381.0,-3870.0,6031.0,-48.1,49.68
2025-05-09,2577.27,2110.4,5466.0,-4027.0,-2902.0,-3281.0,-47.5,49.69
2025-05-16,2626.87,2154.4,10764.0,-17654.0,5337.0,6917.0,-46.5,49.79
2025-05-23,2592.09,2124.3,-3181.0,8072.0,-5637.0,-2449.0,-46.8,49.66
2025-05-30,2697.67,2210.6,60.0,-18440.0,18242.0,18618.0,-46.8,49.65
2025-06-06,2812.05,2302.9,21558.0,-23170.0,1838.0,2686.0,-44.6,49.72
2025-06-13,2894.62,2369.3,23034.0,-9353.0,-13651.0,-6494.0,-42.3,49.82
2025-06-20,3021.84,2471.8,3493.0,-4076.0,-27.0,7473.0,-42.0,49.73
2025-06-27,3055.94,2500.7,-14767.0,28894.0,-13420.0,-4791.0,-43.4,49.74
2025-07-04,3054.28,2501.1,44.0,-11939.0,11884.0,15197.0,-43.4,49.79
2025-07-11,3175.77,2599.0,5372.0,-1300.0,-2004.0,-2979.0,-42.9,49.78
2025-07-18,3188.07,2610.0,8756.0,-9421.0,-4736.0,2756.0,-42.0,50.19
2025-07-25,3196.05,2621.6,21967.0,-26909.0,1156.0,5253.0,-39.8,50.25
2025-08-01,3119.41,2563.6,13516.0,-9560.0,-8779.0,1488.0,-38.5,50.61
2025-08-08,3210.01,2640.3,4806.0,-7520.0,-1983.0,4338.0,-38.0,50.61
2025-08-15,3225.66,2652.6,7135.0,-7955.0,-3753.0,2435.0,-37.3,50.57
2025-08-22,3168.73,2606.5,-9936.0,-6618.0,11530.0,10410.0,-38.3,50.56
2025-08-29,3186.01,2619.0,-11600.0,3645.0,3075.0,734.0,-39.4,50.49
2025-09-05,3205.12,2636.8,6300.0,-4967.0,-6220.0,-2669.0,-38.8,50.35
2025-09-12,3395.54,2792.4,40281.0,-68633.0,26974.0,30148.0,-34.8,50.72
2025-09-19,3445.24,2834.5,20018.0,-18973.0,-2431.0,3315.0,-32.8,51.11
2025-09-26,3386.05,2787.5,3070.0,-4541.0,1248.0,7128.0,-32.5,51.37
2025-10-03,3549.21,2922.2,44422.0,-49272.0,4050.0,466.0,-28.0,51.85
2025-10-10,3610.6,2974.6,10592.0,-5022.0,-5936.0,-4920.0,-27.0,51.96
2025-10-17,3748.89,3086.9,9963.0,-15095.0,2867.0,3658.0,-26.0,52.15
2025-10-24,3941.59,3243.0,-7972.0,-18934.0,26259.0,28099.0,-26.8,52.22
2025-10-31,4107.5,3383.4,1065.0,11521.0,-10979.0,30435.0,-26.7,52.62
2025-11-07,3953.76,3252.0,-72426.0,74434.0,830.0,12156.0,-33.9,52.34
2025-11-14,4011.57,3298.6,-18591.0,11143.0,8222.0,7592.0,-35.8,52.23
2025-11-21,3853.26,3168.6,-31629.0,20710.0,11724.0,11975.0,-38.9,52.2
2025-11-28,3926.59,3235.8,-21609.0,-13410.0,34227.0,33321.0,-41.1,52.17
2025-12-05,4100.05,3380.7,20172.0,-39790.0,21806.0,16220.0,-39.1,52.28
2025-12-12,4167.16,3435.7,10131.0,-15174.0,3614.0,4091.0,-38.1,52.24
2025-12-19,4020.55,3318.8,-31228.0,25964.0,3776.0,12560.0,-41.2,51.98
2025-12-26,4129.68,3409.6,43583.0,-70003.0,26056.0,29370.0,-36.8,52.42
2026-01-02,4309.63,3558.7,4878.0,4857.0,-9373.0,-7064.0,-36.3,52.37
2026-01-09,4586.32,3790.2,11043.0,1757.0,-19075.0,702.0,-35.2,52.03
2026-01-16,4840.74,4004.9,-2265.0,-40133.0,31857.0,39187.0,-35.5,51.86
2026-01-23,4990.07,4125.6,10164.0,-19638.0,-317.0,15362.0,-34.4,51.89
2026-01-30,5224.36,4318.6,-23758.0,58243.0,-32875.0,-8283.0,-36.8,51.74
2026-02-06,5089.14,4203.5,-110884.0,95859.0,6140.0,-5344.0,-47.9,51.18
2026-02-13,5507.01,4553.5,34989.0,-96282.0,54324.0,49535.0,-44.4,51.42
2026-02-20,5808.53,4803.6,-16816.0,-18481.0,32691.0,36042.0,-46.1,51.09
2026-02-27,6244.13,5146.4,-117890.0,59255.0,55438.0,79350.0,-57.9,50.3
2026-03-06,5584.87,4605.1,-70048.0,106486.0,-43165.0,-31322.0,-64.9,49.82
2026-03-13,5487.24,4530.3,-62348.0,69619.0,-8115.0,-7257.0,-71.1,49.58
2026-03-20,5781.2,4768.2,-32585.0,9149.0,22436.0,32129.0,-74.4,49.5
2026-03-27,5438.87,4482.7,-133165.0,117091.0,-474.0,10656.0,-87.7,48.7
2026-04-03,5377.3,4427.8,-59075.0,-13138.0,51993.0,37164.0,-93.6,48.41
2026-04-10,5858.87,4825.7,50314.0,-77422.0,4482.0,39547.0,-88.6,48.65
2026-04-17,6191.92,5076.4,-6490.0,-29732.0,18499.0,33716.0,-89.2,49.2
2026-04-24,6475.63,5305.3,-17851.0,5968.0,13161.0,21394.0,-91.0,49.14
2026-05-01,6598.87,5407.5,-13910.0,-7559.0,22490.0,29066.0,-92.4,49.24
2026-05-08,7498.0,6143.2,-59561.0,45981.0,18663.0,43658.0,-98.3,49.21
2026-05-15,7769.12,6363.8,-113421.0,110536.0,300.0,15006.0,-109.7,48.91
